year,inverter_id,inverter_group,days_observed,median_factor,median_relative_factor,min_factor,min_relative_factor,fast_degradation_days,slow_degradation_days,lost_kwh
2023,INV 01.02.011,INV 01.02,321,1.0,1.0,1.0,1.0,0,0,11.647738096652068
2023,INV 01.02.012,INV 01.02,321,1.0,1.0,1.0,1.0,0,0,5.331761027277635
2023,INV 01.02.013,INV 01.02,321,1.0,1.0,1.0,1.0,0,0,8.782882162395364
2023,INV 01.02.014,INV 01.02,321,1.0,1.0,1.0,1.0,0,0,5.603022931740663
2023,INV 01.03.015,INV 01.03,288,1.0,1.0,1.0,1.0,0,0,4.357398814149647
2023,INV 01.03.016,INV 01.03,320,1.0,1.0,1.0,1.0,0,0,7.766581648955356
2023,INV 01.03.017,INV 01.03,320,1.0,1.0,1.0,1.0,0,0,5.437097191785356
2023,INV 01.03.018,INV 01.03,320,0.8942981532014451,0.9413870920756362,0.894298153201445,0.9413870920756361,0,0,5.945756985475049
2023,INV 01.03.019,INV 01.03,320,1.0,1.0,1.0,1.0,0,0,4.50152956810237
2023,INV 01.03.020,INV 01.03,320,0.9304078583377735,0.9793981403958262,0.9304078583377734,0.9793981403958261,0,0,7.118546995393073
2023,INV 01.03.021,INV 01.03,320,1.0,1.0,1.0,1.0,0,0,3.3210921689102078
2023,INV 01.04.022,INV 01.04,320,1.0,1.0,1.0,1.0,0,0,2.786242745672454
2023,INV 01.04.023,INV 01.04,320,1.0,1.0,1.0,1.0,0,0,13.759345198654808
2023,INV 01.04.024,INV 01.04,320,1.0,1.0,1.0,1.0,0,0,2.9972373382197555
2023,INV 01.04.025,INV 01.04,320,0.9376543568712978,0.9572842623635607,0.9376543568712977,0.9572842623635606,0,0,3.4753653740562616
2023,INV 01.04.026,INV 01.04,320,1.0,1.0,1.0,1.0,0,0,1.757088005937615
2023,INV 01.04.027,INV 01.04,320,1.0,1.0,1.0,1.0,0,0,13.912407146326315
2023,INV 01.04.028,INV 01.04,320,1.0,1.0,1.0,1.0,0,0,1.5026333753367944
2023,INV 01.05.029,INV 01.05,320,1.0,1.0,1.0,1.0,0,0,6.238653659757518
2023,INV 01.05.030,INV 01.05,320,1.0,1.0,1.0,1.0,0,0,0.9728247770508353
2023,INV 01.05.031,INV 01.05,315,1.0,1.0,1.0,1.0,0,0,2.2151549157585215
2023,INV 01.05.032,INV 01.05,320,1.0,1.0,1.0,1.0,0,0,3.347019890322537
2023,INV 01.05.033,INV 01.05,320,1.0,1.0,1.0,1.0,0,0,2.7434012978019475
2023,INV 01.05.034,INV 01.05,320,1.0,1.0,1.0,1.0,0,0,0.9015507304487789
2023,INV 01.05.035,INV 01.05,320,1.0,1.0,1.0,1.0,0,0,1.209469044346844
2023,INV 01.06.036,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,2.6221434287694936
2023,INV 01.06.037,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,4.07775420032428
2023,INV 01.06.038,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,4.527831702717853
2023,INV 01.06.039,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,9.641196362016318
2023,INV 01.06.040,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,8.132116368548964
2023,INV 01.06.041,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,3.803858929707129
2023,INV 01.06.042,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,4.536384590333624
2023,INV 01.06.043,INV 01.06,339,1.0,1.0,1.0,1.0,0,0,4.43551551394393
2023,INV 01.07.044,INV 01.07,339,1.0,1.0,1.0,1.0,0,0,3.2002222598220675
2023,INV 01.07.045,INV 01.07,338,1.0,1.0,1.0,1.0,0,0,2.5229918066997046
2023,INV 01.07.046,INV 01.07,339,1.0,1.0,1.0,1.0,0,0,9.504107899680992
2023,INV 01.07.047,INV 01.07,339,1.0,1.0,1.0,1.0,0,0,3.16781955774264
2023,INV 01.07.048,INV 01.07,339,1.0,1.0,1.0,1.0,0,0,12.087752343276328
2023,INV 01.07.049,INV 01.07,336,1.0,1.0,1.0,1.0,0,0,0.8415059595761956
2023,INV 01.07.050,INV 01.07,339,1.0,1.0,1.0,1.0,0,0,5.540200885948176
2023,INV 01.07.051,INV 01.07,339,1.0,1.0,1.0,1.0,0,0,1.0971719100554687
2023,INV 01.08.052,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,0.6461433962338546
2023,INV 01.08.053,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,12.631094651628661
2023,INV 01.08.054,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,2.666864222495497
2023,INV 01.08.055,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,22.98862243315452
2023,INV 01.08.056,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,4.119875062364631
2023,INV 01.08.057,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,6.641684707393134
2023,INV 01.08.058,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,12.534333356524751
2023,INV 01.08.059,INV 01.08,343,1.0,1.0,1.0,1.0,0,0,5.538558526924507
2023,INV 01.09.060,INV 01.09,343,1.0,1.0,1.0,1.0,0,0,8.606461515809094
2023,INV 01.09.061,INV 01.09,343,1.0,1.0,1.0,1.0,0,0,3.578469896346769
2023,INV 01.09.062,INV 01.09,342,1.0,1.0,1.0,1.0,0,0,58.32793363558106
2023,INV 01.09.063,INV 01.09,343,1.0,1.0,1.0,1.0,0,0,4.330225302323887
2023,INV 01.09.064,INV 01.09,343,1.0,1.0,1.0,1.0,0,0,3.53149767941468
2023,INV 01.09.065,INV 01.09,343,1.0,1.0,1.0,1.0,0,0,17.40075955592836
2024,INV 01.01.001,INV 01.01,334,1.0,1.0,1.0,1.0,0,0,3.3613728789898163
2024,INV 01.01.002,INV 01.01,334,1.0,1.0,1.0,1.0,0,0,3.919666070483519
2024,INV 01.01.003,INV 01.01,334,1.0,1.0,1.0,1.0,0,0,2.7787670347598876
2024,INV 01.01.004,INV 01.01,333,1.0,1.0,1.0,1.0,0,0,2.2472018340903483
2024,INV 01.01.005,INV 01.01,334,1.0,1.0,1.0,1.0,0,0,3.154712070151621
2024,INV 01.01.006,INV 01.01,306,1.0,1.0,1.0,1.0,0,0,3.0341234182729555
2024,INV 01.01.007,INV 01.01,334,1.0,1.0,1.0,1.0,0,0,3.7709984568295933
2024,INV 01.02.008,INV 01.02,204,1.0,1.0,1.0,1.0,0,0,2.8626138499222282
2024,INV 01.02.009,INV 01.02,334,1.0,1.0,1.0,1.0,0,0,2.5094950248753944
2024,INV 01.02.010,INV 01.02,334,1.0,1.0,1.0,1.0,0,0,3.0125423734118963
2024,INV 01.02.011,INV 01.02,334,1.0,1.0,1.0,1.0,0,0,3.644231476222437
2024,INV 01.02.012,INV 01.02,334,1.0,1.0,1.0,1.0,0,0,3.6214039735763714
2024,INV 01.02.013,INV 01.02,334,1.0,1.0,1.0,1.0,0,0,2.8859707381578232
2024,INV 01.02.014,INV 01.02,334,1.0,1.0,1.0,1.0,0,0,3.473925983894931
2024,INV 01.03.015,INV 01.03,331,1.0,1.0,1.0,1.0,0,0,3.3487936692644285
2024,INV 01.03.016,INV 01.03,331,1.0,1.0,1.0,1.0,0,0,3.346542814953608
2024,INV 01.03.017,INV 01.03,331,1.0,1.0,1.0,1.0,0,0,3.750506693810664
2024,INV 01.03.018,INV 01.03,331,1.0,1.0,1.0,1.0,0,0,4.169742142185673
2024,INV 01.03.019,INV 01.03,330,1.0,1.0,1.0,1.0,0,0,3.2166327249595543
2024,INV 01.03.020,INV 01.03,331,1.0,1.0,1.0,1.0,0,0,4.229926020305721
2024,INV 01.03.021,INV 01.03,331,1.0,1.0,1.0,1.0,0,0,2.574819094406202
2024,INV 01.04.022,INV 01.04,331,1.0,1.0,1.0,1.0,0,0,2.0076197958706574
2024,INV 01.04.023,INV 01.04,331,1.0,1.0,1.0,1.0,0,0,2.095309164733979
2024,INV 01.04.024,INV 01.04,332,1.0,1.0,1.0,1.0,0,0,1.8423456269103877
2024,INV 01.04.025,INV 01.04,331,1.0,1.0,1.0,1.0,0,0,2.9514166308690504
2024,INV 01.04.026,INV 01.04,332,1.0,1.0,1.0,1.0,0,0,3.9487384840266997
2024,INV 01.04.027,INV 01.04,331,1.0,1.0,1.0,1.0,0,0,2.1223141959478324
2024,INV 01.04.028,INV 01.04,331,1.0,1.0,1.0,1.0,0,0,1.9055549771560556
2024,INV 01.05.029,INV 01.05,331,1.0,1.0,1.0,1.0,0,0,1.5692624013371197
2024,INV 01.05.030,INV 01.05,331,1.0,1.0,1.0,1.0,0,0,0.0
2024,INV 01.05.031,INV 01.05,329,1.0,1.0,1.0,1.0,0,0,2.241903378529039
2024,INV 01.05.032,INV 01.05,331,1.0,1.0,1.0,1.0,0,0,1.4332269643200093
2024,INV 01.05.033,INV 01.05,332,1.0,1.0,1.0,1.0,0,0,1.6244053688911635
2024,INV 01.05.034,INV 01.05,331,1.0,1.0,1.0,1.0,0,0,1.335782555595224
2024,INV 01.05.035,INV 01.05,331,1.0,1.0,1.0,1.0,0,0,1.726244478177211
2024,INV 01.06.036,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,2.309657249584451
2024,INV 01.06.037,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,3.4442882611959247
2024,INV 01.06.038,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,3.280458537661727
2024,INV 01.06.039,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,3.440132950422515
2024,INV 01.06.040,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,2.906134317978391
2024,INV 01.06.041,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,2.8546283932406222
2024,INV 01.06.042,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,3.4406442986381647
2024,INV 01.06.043,INV 01.06,342,1.0,1.0,1.0,1.0,0,0,4.028127738639577
2024,INV 01.07.044,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,1.8539325637411532
2024,INV 01.07.045,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,6.455916779891048
2024,INV 01.07.046,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,2.53981998842734
2024,INV 01.07.047,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,3.2847922763274062
2024,INV 01.07.048,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,2.037958093588725
2024,INV 01.07.049,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,2.062795782298257
2024,INV 01.07.050,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,2.148954241570833
2024,INV 01.07.051,INV 01.07,342,1.0,1.0,1.0,1.0,0,0,2.6382677250617586
2024,INV 01.08.052,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,1.2660294073297638
2024,INV 01.08.053,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,1.790062351490278
2024,INV 01.08.054,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,1.3877100742458093
2024,INV 01.08.055,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,1.6187718581703845
2024,INV 01.08.056,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,2.0505952610072353
2024,INV 01.08.057,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,2.6922498839972437
2024,INV 01.08.058,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,1.4961245435316362
2024,INV 01.08.059,INV 01.08,342,1.0,1.0,1.0,1.0,0,0,0.7861641520473616
2024,INV 01.09.060,INV 01.09,342,1.0,1.0,1.0,1.0,0,0,1.5123968803835413
2024,INV 01.09.061,INV 01.09,342,1.0,1.0,1.0,1.0,0,0,1.4584738482018085
2024,INV 01.09.062,INV 01.09,340,1.0,1.0,1.0,1.0,0,0,6.8912616912538756
2024,INV 01.09.063,INV 01.09,342,1.0,1.0,1.0,1.0,0,0,2.136757548107828
2024,INV 01.09.064,INV 01.09,342,1.0,1.0,1.0,1.0,0,0,1.5865879041757966
2024,INV 01.09.065,INV 01.09,342,1.0,1.0,1.0,1.0,0,0,1.7880329250159968
2025,INV 01.01.001,INV 01.01,340,1.0,1.0,1.0,1.0,0,0,1.5876140588646428
2025,INV 01.01.002,INV 01.01,339,1.0,1.0,1.0,1.0,0,0,1.5746760868845018
2025,INV 01.01.003,INV 01.01,340,1.0,1.0,1.0,1.0,0,0,1.5746760868845018
2025,INV 01.01.004,INV 01.01,301,1.0,1.0,1.0,1.0,0,0,1.4833996392140998
2025,INV 01.01.005,INV 01.01,340,1.0,1.0,1.0,1.0,0,0,1.5729245512423695
2025,INV 01.01.006,INV 01.01,339,1.0,1.0,1.0,1.0,0,0,1.5828405202875555
2025,INV 01.01.007,INV 01.01,340,1.0,1.0,1.0,1.0,0,0,1.5574783370111538
2025,INV 01.02.008,INV 01.02,339,1.0,1.0,1.0,1.0,0,0,1.5827263981644437
2025,INV 01.02.009,INV 01.02,339,1.0,1.0,1.0,1.0,0,0,1.5827263981644437
2025,INV 01.02.010,INV 01.02,339,1.0,1.0,1.0,1.0,0,0,1.5784663046010134
2025,INV 01.02.011,INV 01.02,335,1.0,1.0,1.0,1.0,0,0,1.5573784946682685
2025,INV 01.02.012,INV 01.02,335,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.02.013,INV 01.02,340,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.02.014,INV 01.02,340,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.03.015,INV 01.03,299,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.03.016,INV 01.03,299,1.0,1.0,1.0,1.0,0,0,1.556347853887612
2025,INV 01.03.017,INV 01.03,299,1.0,1.0,1.0,1.0,0,0,1.5524242825941612
2025,INV 01.03.018,INV 01.03,299,1.0,1.0,1.0,1.0,0,0,1.5262866893516762
2025,INV 01.03.019,INV 01.03,298,1.0,1.0,1.0,1.0,0,0,1.5521921419724531
2025,INV 01.03.020,INV 01.03,299,1.0,1.0,1.0,1.0,0,0,1.538929623130596
2025,INV 01.03.021,INV 01.03,299,1.0,1.0,1.0,1.0,0,0,1.5752721680499868
2025,INV 01.04.022,INV 01.04,299,1.0,1.0,1.0,1.0,0,0,1.5307408847095119
2025,INV 01.04.023,INV 01.04,225,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.04.024,INV 01.04,299,1.0,1.0,1.0,1.0,0,0,1.5179360101456538
2025,INV 01.04.025,INV 01.04,299,1.0,1.0,1.0,1.0,0,0,1.5017443214674304
2025,INV 01.04.026,INV 01.04,299,1.0,1.0,1.0,1.0,0,0,1.5594873971567447
2025,INV 01.04.027,INV 01.04,246,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.04.028,INV 01.04,299,1.0,1.0,1.0,1.0,0,0,1.5499356586391544
2025,INV 01.05.029,INV 01.05,299,1.0,1.0,1.0,1.0,0,0,1.5183043186669267
2025,INV 01.05.030,INV 01.05,299,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.05.031,INV 01.05,293,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.05.032,INV 01.05,299,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.05.033,INV 01.05,299,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.05.034,INV 01.05,299,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.05.035,INV 01.05,299,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.06.036,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.579259831423514
2025,INV 01.06.037,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5764235541298703
2025,INV 01.06.038,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5751649778398353
2025,INV 01.06.039,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5544284389701493
2025,INV 01.06.040,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5645035131666467
2025,INV 01.06.041,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5893988419113905
2025,INV 01.06.042,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5712912078476196
2025,INV 01.06.043,INV 01.06,344,1.0,1.0,1.0,1.0,0,0,1.5571974357777647
2025,INV 01.07.044,INV 01.07,344,1.0,1.0,1.0,1.0,0,0,1.5377550068939014
2025,INV 01.07.045,INV 01.07,344,1.0,1.0,1.0,1.0,0,0,1.5368948417731692
2025,INV 01.07.046,INV 01.07,344,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.07.047,INV 01.07,344,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.07.048,INV 01.07,309,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.07.049,INV 01.07,340,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.07.050,INV 01.07,344,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.07.051,INV 01.07,344,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.08.052,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,1.5058935642205897
2025,INV 01.08.053,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,1.4990054553469983
2025,INV 01.08.054,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,1.5373042783884758
2025,INV 01.08.055,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,1.5373042783884758
2025,INV 01.08.056,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,1.527690248099911
2025,INV 01.08.057,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,1.501121119570468
2025,INV 01.08.058,INV 01.08,319,1.0,1.0,1.0,1.0,0,0,1.518788611555089
2025,INV 01.08.059,INV 01.08,320,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.09.060,INV 01.09,320,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.09.061,INV 01.09,320,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.09.062,INV 01.09,250,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.09.063,INV 01.09,320,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.09.064,INV 01.09,320,1.0,1.0,1.0,1.0,0,0,0.0
2025,INV 01.09.065,INV 01.09,223,1.0,1.0,1.0,1.0,0,0,0.0
