date,year,expected_kwh,actual_kwh,lost_kwh,curtailment_kwh,strong_samples,outage_samples,slow_degradation_samples,fast_degradation_samples,error_samples,explained_fault_samples
2020-08-10,2020,1400.8048490015685,1319.6959,98.22718761781582,0.0,0,0,24,2940,0,0
2020-08-11,2020,8904.899448356819,8526.084,542.9144087348467,0.0,175,0,164,5793,1,0
2020-08-12,2020,6912.017989173776,6602.223,497.9202643328524,0.0,232,0,152,5847,0,0
2020-08-13,2020,9251.01049428891,8828.937,552.5804869239627,0.0,85,0,167,5643,54,4
2020-08-14,2020,5969.483149064097,5703.14,331.00229250763084,0.0,2,0,100,4686,0,0
2020-08-15,2020,7225.600300929613,6972.11,410.9350541330293,0.0,77,0,114,5159,0,0
2020-08-16,2020,9663.310324658725,9181.625,620.9513229860966,0.0,279,0,164,5665,1,0
2020-08-17,2020,6822.312141300523,6622.616,327.21248479390414,0.0,64,0,160,4208,2,0
2020-08-18,2020,5580.784677756745,5402.9434,310.1645433270157,0.0,15,0,95,4835,0,0
2020-08-19,2020,9506.781594781489,8968.094,698.0684532018747,0.0,455,0,151,5757,0,0
2020-08-27,2020,4291.452726212351,4161.996,253.31056250539652,0.0,25,0,94,4882,0,0
2020-08-28,2020,5653.52331539868,5496.2817,284.01493701601146,0.0,9,0,100,3771,0,0
2020-08-29,2020,5182.266626657024,5006.877,261.6415996812711,0.0,2,0,83,4840,0,0
2020-08-30,2020,722.5093935296946,689.7693,45.11842129577294,0.0,0,0,13,1540,0,0
2020-08-31,2020,5863.404524528915,5547.7593,467.9980218531364,0.0,147,0,127,5057,0,0
2020-09-01,2020,1870.1709293957922,1811.7383,74.21838387704643,0.0,0,0,64,2880,0,0
2020-09-02,2020,9120.949624417024,9079.966,354.78967296440453,0.0,96,0,169,5600,0,0
2020-09-03,2020,9220.189729548316,9296.117,247.80325284624325,0.0,53,0,122,5508,0,0
2020-09-04,2020,3482.596434003775,3401.144,222.07150265978282,0.0,26,0,72,4656,0,0
2020-09-05,2020,2685.9864899136182,2627.1638,126.1508685697409,0.0,0,0,41,4500,0,0
2020-09-06,2020,7784.4507742256965,7749.1157,254.8392747774397,0.0,22,0,86,6549,1,0
2020-09-07,2020,8410.1144139719,8230.012,507.4559551571817,0.0,533,0,143,6438,0,0
2020-09-08,2020,9395.997560687068,9535.558,156.4855117955584,0.0,1,0,87,6876,0,0
2020-09-09,2020,9927.346781801356,9951.92,152.78367478252613,0.0,28,19,79,6966,28,27
2020-09-10,2020,8492.490200024167,8326.375,449.9931819130452,0.0,235,22,146,6822,33,33
2020-09-11,2020,8974.811891867961,8904.513,253.4896933962033,0.0,80,23,126,6956,33,33
2020-09-12,2020,7449.302798418026,7284.435,294.55047783127037,0.0,56,32,120,7625,42,42
2020-09-13,2020,8715.355825860446,8648.639,209.63009042790443,0.0,40,31,77,7875,41,40
2020-09-14,2020,8693.378050908983,8816.022,121.09413992808796,0.0,30,21,61,7875,31,31
2020-09-15,2020,8535.576074109773,8742.1875,89.66413415103676,0.0,8,0,63,7812,8,8
2020-09-16,2020,8286.870213760762,8276.693,191.93682695834903,0.0,35,0,88,7623,8,8
2020-09-17,2020,6721.351074589214,6614.9785,382.6224061203817,0.0,177,0,139,7085,2,2
2020-09-18,2020,9689.233051557743,9874.639,89.36678544789507,0.0,0,0,70,7867,0,0
2020-09-19,2020,7784.957809721235,7786.9214,162.32922771483985,0.0,0,0,72,7686,0,0
2020-09-20,2020,9051.178431229982,9125.615,112.91751489870882,0.0,0,0,69,7812,0,0
2020-09-21,2020,6155.536287328484,6160.4253,106.68715677676047,0.0,0,0,70,5449,0,0
2020-09-22,2020,8569.680206594845,8599.572,120.8871486083579,0.0,0,0,68,7560,0,0
2020-09-23,2020,5669.503730615708,5573.238,169.52475346762708,0.0,18,0,58,5440,0,0
2020-09-24,2020,5868.548082832322,5762.3076,290.88245900739076,0.0,68,0,85,7296,0,0
2020-09-25,2020,1296.1832292802253,1274.116,52.96563733425017,0.0,0,0,21,2944,0,0
2020-09-27,2020,2430.5774506214484,2427.4934,83.30935769971016,0.0,0,0,54,5824,0,0
2020-09-28,2020,4297.415283203181,4230.8296,222.51490218301038,0.0,79,2,78,6012,0,0
2020-09-29,2020,2218.386818593596,2210.0957,95.70914570026062,0.0,1,0,48,4992,0,0
2020-09-30,2020,5667.259836536218,5334.9224,489.12746389818733,0.0,247,0,198,6138,0,0
2020-10-01,2020,6143.669889035819,5636.518,644.5566744841766,0.0,373,0,139,6976,0,0
2020-10-02,2020,6539.480302253328,5986.4844,677.999194912206,0.0,181,0,176,6782,0,0
2020-10-03,2020,4886.436633477444,4590.099,423.0255163429876,0.0,97,0,89,6656,0,0
2020-10-04,2020,6799.9448394874535,5997.7866,945.9405101402418,0.0,706,2,132,7035,0,0
2020-10-05,2020,1013.8658327899329,1021.9605,37.26478186891141,0.0,0,0,17,2752,0,0
2020-10-06,2020,1306.224546974433,1245.2092,105.80321680705407,0.0,5,0,35,3008,0,0
2020-10-07,2020,2684.588932799854,2569.6492,238.39308590647815,0.0,117,0,65,4992,0,0
2020-10-08,2020,4206.313727072852,3944.8135,408.66271564227446,0.0,110,0,97,5696,0,0
2020-10-09,2020,1090.9248698968688,1077.2506,50.241880930891504,0.0,0,0,21,3520,0,0
2020-10-10,2020,673.0223533113641,669.48035,38.474601851542964,0.0,0,0,12,1856,0,0
2020-10-11,2020,2796.3130486086648,2659.5798,270.7913097375355,0.0,151,0,53,5056,0,0
2020-10-12,2020,2016.3786919969687,2044.5925,80.04753874138463,0.0,7,0,36,5184,0,0
2020-10-13,2020,1093.9112471213539,1138.9935,24.9403508733065,0.0,0,0,4,4160,0,0
2020-10-14,2020,42.124204216497056,43.004375,1.4264930790369252,0.0,0,0,0,192,0,0
2020-10-15,2020,799.6338704392657,816.04065,28.35773852855548,0.0,2,0,11,2709,0,0
2020-10-16,2020,1009.1862874733433,1041.6248,32.284671765329314,0.0,1,0,12,2914,0,0
2020-10-17,2020,1918.013952459747,1915.1459,132.96233787445482,0.0,44,0,24,4029,0,0
2020-10-18,2020,1819.4591311849122,1869.0707,57.28967767411089,0.0,13,0,18,4453,0,0
2020-10-19,2020,1382.3859914612003,1422.1239,43.764873646546164,0.0,0,0,9,4071,0,0
2020-10-20,2020,3132.0788970248877,3116.3625,182.65211026580997,0.0,11,0,46,4368,0,0
2020-10-21,2020,1564.1919670777847,1585.1921,54.57509659161792,0.0,3,0,31,3162,0,0
2020-10-22,2020,3876.9644774366643,3651.55,366.31930519586757,0.0,54,8,71,4159,10,8
2020-10-23,2020,417.5649336060114,407.90356,19.017785309621107,0.0,0,0,6,1023,0,0
2020-10-24,2020,2855.557104400966,2571.8281,483.94375531977823,0.0,382,6,89,2520,1,1
2020-10-25,2020,3425.0201616021777,3166.0266,443.3795131573643,0.0,73,0,81,2425,0,0
2020-10-26,2020,317.15132794556746,336.3832,8.342727824653116,0.0,0,0,2,581,0,0
2020-10-27,2020,2256.4773392018865,2243.8132,151.21878252021432,0.0,53,0,30,2409,0,0
2020-10-28,2020,1066.8714340342458,1194.4966,12.937916883278222,0.0,0,0,3,1800,0,0
2020-10-29,2020,887.0688776365037,863.6732,99.09767609338242,0.0,72,0,16,666,0,0
2020-10-31,2020,206.4575812787812,221.38672,3.3914104621269034,0.0,0,0,0,319,0,0
2020-11-01,2020,417.3080746280551,408.9009,37.90678342464783,0.0,6,0,10,529,0,0
2020-11-02,2020,673.6612894806111,693.8606,28.978107663034063,0.0,5,0,9,899,0,0
2020-11-03,2020,1879.951608651385,1851.903,169.61762474632505,0.0,30,0,40,1898,0,0
2020-11-04,2020,2046.0026182343452,2085.2888,170.60114421458204,0.0,64,0,65,1425,0,0
2020-11-05,2020,2946.6028301126044,2780.7305,397.75117356137423,0.0,100,0,146,2050,0,0
2020-11-06,2020,3240.8633074228114,2961.6516,523.3216254633887,0.0,218,3,142,2001,0,0
2020-11-07,2020,4237.485985006058,3740.3596,878.7540427549596,0.0,258,27,161,1806,0,0
2020-11-08,2020,4174.680902255402,3700.9521,881.3527121456591,0.0,209,0,181,1785,2,1
2020-11-09,2020,3867.001021765298,3541.174,652.2655876646556,0.0,223,0,170,1932,0,0
2020-11-11,2020,1081.3415414295953,1057.6299,120.212678757442,0.0,12,0,79,1150,0,0
2020-11-12,2020,1947.5858873687641,1685.0417,417.1249646921245,0.0,118,0,89,1078,0,0
2020-11-13,2020,3142.2393100921126,2626.2957,779.0250824376794,0.0,210,0,205,1702,0,0
2020-11-14,2020,2196.6891154346695,1990.3275,378.10347536724566,0.0,90,0,145,1600,0,0
2020-11-15,2020,2055.8518597431043,2015.1729,205.1943049511887,0.0,23,0,119,1875,0,0
2020-11-16,2020,1079.96616485976,962.8664,199.44921351955986,0.0,46,0,91,972,0,0
2020-11-17,2020,1297.8996990182047,1207.6365,202.37402667108674,0.0,35,0,104,1224,0,0
2020-11-18,2020,649.3903341059183,612.0777,81.21198778500458,0.0,1,0,77,715,0,0
2020-11-19,2020,36.896825013871734,33.082417,5.253047048702922,0.0,0,0,3,50,0,0
2020-11-20,2020,256.3643889859362,274.3679,15.407527644323103,0.0,0,0,9,350,0,0
2020-11-21,2020,2500.9279585468366,2485.9854,408.0852806885364,0.0,59,0,195,1875,0,0
2020-11-22,2020,89.9203953348919,95.411766,1.6108712197631232,0.0,0,0,0,125,0,0
2020-11-23,2020,1216.3527538606088,1220.6162,133.95505134805745,0.0,31,0,112,1300,0,0
2020-11-24,2020,2828.187487483576,2598.184,642.4944627147523,0.0,107,3,273,2044,0,0
2020-11-25,2020,2729.7143924045727,2599.0205,501.6987295887194,0.0,53,0,194,2016,0,0
2020-11-26,2020,2018.1062282654486,1959.9036,330.21839628027794,0.0,34,0,148,1653,0,0
2020-11-27,2020,513.2492755954221,562.77826,30.883446965570084,0.0,4,0,9,1044,0,0
2020-11-28,2020,83.95781144806608,87.74182,2.467717260168264,0.0,0,0,0,174,0,0
2020-11-29,2020,142.282975556401,150.58261,6.197185338479505,0.0,0,0,0,294,0,0
2020-11-30,2020,13.163448585838223,13.426267,0.6868404476451946,0.0,0,0,0,29,0,0
2020-12-01,2020,992.1751929963352,200.80432,792.5619704631263,0.0,2021,41,484,1740,0,0
2020-12-02,2020,1190.3958349640868,753.7412,507.121707116042,0.0,260,52,250,1323,0,0
2020-12-04,2020,1446.826976275885,1511.062,169.22215621448115,0.0,2,6,84,1530,0,0
2020-12-05,2020,1008.8422001169276,1115.7837,106.42143306337609,0.0,2,4,28,1590,0,0
2020-12-06,2020,1091.3154304980524,1186.5049,109.88550343232636,0.0,0,0,51,1705,0,0
2020-12-07,2020,115.35786262545771,125.89306,14.451578591417707,0.0,0,0,3,186,0,0
2020-12-08,2020,1900.4467970083526,1843.4814,385.3001517913969,0.0,41,2,220,1952,0,0
2020-12-09,2020,25.496171626149515,26.827051,1.061776330396108,0.0,0,0,0,64,0,0
2020-12-11,2020,137.44597726859647,160.54404,2.376983192345801,0.0,0,0,0,288,0,0
2020-12-12,2020,771.695502482993,924.04645,27.56025805007637,0.0,0,0,7,1472,0,0
2020-12-14,2020,1454.2918778466767,1724.5018,158.73598151962548,0.0,3,0,51,2176,0,0
2020-12-15,2020,497.09134843183017,594.72565,26.980887134029615,0.0,0,0,19,986,0,0
2020-12-16,2020,778.8834178729237,1049.1106,85.68427510888196,0.0,0,0,39,1530,0,0
2020-12-17,2020,811.7730315797922,1513.7451,23.788545131745156,0.0,0,0,8,2142,0,0
2020-12-18,2020,1654.4279307391032,1965.0894,262.15995598836815,0.0,2,0,48,2142,0,0
2020-12-19,2020,63.26165745181175,139.7519,0.18513355022700154,0.0,0,0,0,340,0,0
2020-12-20,2020,1444.9265212895293,2034.9951,99.69558171488859,0.0,1,0,47,2006,0,0
2020-12-21,2020,1519.0200641511792,1534.4878,278.28614384961827,0.0,8,0,71,1610,0,0
2020-12-22,2020,178.68741194151633,228.26625,9.261719703340425,0.0,0,0,3,448,0,0
2020-12-23,2020,43.01907135356421,53.844734,0.45369066939367175,0.0,0,0,0,150,0,0
2020-12-24,2020,364.1726830070105,357.866,78.77667474820622,0.0,11,9,30,630,0,0
2020-12-25,2020,13.240168368029734,14.608251,0.14482501286790764,0.0,0,0,0,35,0,0
2020-12-26,2020,1004.799832047026,1108.2483,121.06043693218017,0.0,11,3,49,1496,0,0
2020-12-27,2020,1404.5370461708678,1512.3975,124.85699110450751,0.0,0,0,35,1995,0,0
2020-12-28,2020,427.2986905040722,434.36957,27.528200980189904,0.0,0,0,1,910,0,0
2020-12-29,2020,803.702892228627,768.57947,150.37487168557658,0.0,6,2,110,1225,0,0
2020-12-30,2020,1998.5087498394657,1842.5234,433.99430387532493,0.0,52,24,296,2205,0,0
2020-12-31,2020,2315.42516764993,2007.1632,584.4782655353137,0.0,73,3,458,2030,0,0
2021-01-01,2021,113.13440472760755,101.217094,20.88542749061176,0.0,3,0,3,245,0,0
2021-01-02,2021,213.07181186963987,385.0107,3.8579385676206894,0.0,0,0,0,700,0,0
2021-01-11,2021,310.89902689068566,508.17938,112.3684758378036,0.0,34,6,24,1766,25,0
2021-01-13,2021,46.79555115304487,74.545494,2.833695587097203,0.0,0,0,0,280,1,0
2021-01-14,2021,66.21316502794592,14.919134,53.84293793010951,0.0,0,1,16,421,7,0
2021-01-17,2021,30.827337070866285,7.8518333,28.927301434303416,0.0,0,0,0,512,2,0
2021-01-19,2021,269.8508304672458,568.2616,1.133157251880404,0.0,0,0,0,1295,1,0
2021-01-20,2021,341.6671687929384,794.07227,1.2452734407598203,0.0,0,0,0,1248,0,0
2021-01-21,2021,432.54914727761775,1093.6636,10.782806222961929,0.0,0,0,5,1715,0,0
2021-01-22,2021,508.69848165853426,1096.3113,7.891071975827735,0.0,0,0,0,1540,0,0
2021-01-25,2021,556.3445091917458,649.39856,127.69012265353902,0.0,78,15,33,1569,15,1
2021-01-26,2021,86.73324070974996,212.51494,1.1757127771616522,0.0,0,0,0,700,0,0
2021-01-27,2021,676.9089932343466,1312.16,44.41759965097022,0.0,1,0,8,1749,3,1
2021-01-31,2021,101.52594931863511,1106.2529,65.01186307686348,0.0,1,36,2,1989,3,0
2021-02-01,2021,1039.9409171805144,3002.6306,76.82133469638563,0.0,3,35,28,2687,1,1
2021-02-02,2021,266.4071872113337,582.3234,0.14197713835479375,0.0,0,0,0,1120,0,0
2021-02-03,2021,228.40800571273607,402.73184,0.0076624159880645335,0.0,0,0,0,840,0,0
2021-02-04,2021,446.4915183326544,577.73883,0.9406842893658991,0.0,0,0,0,1085,0,0
2021-02-05,2021,1105.9843369833648,1345.8684,12.798462253558865,0.0,0,0,3,2065,0,0
2021-02-06,2021,124.810395649444,146.68036,0.38598634706059975,0.0,0,0,0,350,0,0
2021-02-07,2021,9.103466895272238,13.499483,0.0,0.0,0,0,0,35,0,0
2021-02-08,2021,946.1003222668973,16.211626,929.8886972663577,0.0,433,446,0,1269,26,6
2021-02-10,2021,33.466211895896706,1.52265,31.943561892153042,0.0,18,0,0,64,0,0
2021-02-14,2021,4005.087648452183,132.50616,3872.5814902162824,0.0,640,2981,24,2146,36,23
2021-02-15,2021,3326.542880267486,258.8393,3067.703588563378,0.0,423,2142,33,2533,56,19
2021-02-16,2021,1695.5133035634335,1079.4644,632.4621080325081,0.0,0,216,3,1919,8,1
2021-02-17,2021,1837.6849029001714,1944.891,37.29067999981339,0.0,0,0,0,2343,0,0
2021-02-18,2021,4796.013415938005,4508.264,450.82050523641425,0.0,0,0,20,3234,0,0
2021-02-19,2021,5055.431131358788,4712.0386,665.1521510791811,0.0,24,0,67,2871,0,0
2021-02-20,2021,5517.933794989643,5183.449,625.163946951689,0.0,0,0,76,3300,0,0
2021-02-21,2021,4867.639169989704,4734.215,478.7058025000293,0.0,14,0,207,2970,0,0
2021-02-22,2021,6413.323147289186,6070.792,781.2326702742319,0.0,15,0,559,3672,0,0
2021-02-23,2021,5130.366761545666,4624.464,552.971328990431,0.0,0,0,335,3626,0,0
2021-02-24,2021,5495.359832662052,5067.621,529.8006461548904,0.0,2,1,310,3811,0,0
2021-02-25,2021,5792.972744898886,5305.019,590.6153946700539,0.0,6,0,413,3848,0,0
2021-02-26,2021,975.4893228980312,954.748,62.77237826964241,0.0,1,0,33,1184,0,0
2021-02-27,2021,610.1733304640825,604.9764,29.02420748735376,0.0,0,0,0,1221,0,0
2021-02-28,2021,5856.018183162483,5546.469,590.6966508405716,0.0,95,0,546,3922,0,0
2021-03-01,2021,3940.0168794118335,3744.1401,367.0066121684675,0.0,12,0,358,2960,0,0
2021-03-02,2021,7217.287712138522,6861.5376,783.4757079058531,0.0,0,0,1013,4033,0,0
2021-03-03,2021,5795.451505893154,5545.6797,510.8555063727608,0.0,2,0,585,3737,0,0
2021-03-04,2021,1733.6386223720779,1671.6414,103.06878333886252,0.0,4,0,25,1628,0,0
2021-03-05,2021,4932.341751163097,4641.1934,591.9446386726522,0.0,280,0,566,3362,0,0
2021-03-06,2021,6188.464091100341,7150.821,467.24602370141946,0.0,6,0,458,4107,0,0
2021-03-07,2021,2496.9937589754927,2550.8237,145.92865088441968,0.0,37,0,143,3589,0,0
2021-03-08,2021,5710.543394089984,5154.857,810.0349349452076,0.0,544,35,787,3075,8,3
2021-03-09,2021,5574.851947809471,5334.104,355.16693257718777,0.0,0,0,274,3745,0,0
2021-03-10,2021,6007.230146629521,5659.1147,535.7926281426699,0.0,68,0,624,3102,0,0
2021-03-11,2021,602.7350947066163,589.057,30.8235326809144,0.0,0,0,0,924,0,0
2021-03-12,2021,2774.202958346018,2728.4663,173.59940683156051,0.0,18,0,39,3328,0,0
2021-03-13,2021,975.9993473095976,932.50397,70.02297218838211,0.0,12,0,37,1440,0,0
2021-03-14,2021,3003.8689312829324,2960.8994,154.02734497758402,0.0,2,0,110,2784,0,0
2021-03-15,2021,2006.8468387118469,1943.8823,129.6844047467824,0.0,9,0,62,2624,0,0
2021-03-16,2021,2615.5282144440976,2455.811,237.32912591588706,0.0,185,0,67,2097,0,0
2021-03-17,2021,180.0042041583083,169.23135,13.960778530211089,0.0,0,0,0,341,0,0
2021-03-18,2021,3418.3398841244625,2912.1711,727.1508837368854,0.0,1221,3,218,2400,3,3
2021-03-19,2021,3460.2907228586264,2918.6094,644.0868352857046,0.0,1136,0,202,1998,4,3
2021-03-20,2021,5126.534889046964,4216.299,1121.5096671243357,0.0,1542,0,318,3236,0,0
2021-03-21,2021,442.91997305542424,416.19662,34.82824479546192,0.0,0,0,1,750,0,0
2021-03-22,2021,6308.570605339548,6160.221,431.497322030839,0.0,265,0,208,3261,0,0
2021-03-23,2021,2001.652665150018,1901.7823,130.16896104802157,0.0,0,0,12,2340,0,0
2021-03-24,2021,7183.148050418807,7002.7827,293.2749054534841,0.0,37,0,104,3122,0,0
2021-03-25,2021,8039.878850920287,7762.2407,364.3561448025192,0.0,22,0,116,3480,0,0
2021-03-26,2021,7352.495507833469,6999.8887,465.24361363098797,0.0,125,0,158,3567,1,1
2021-03-27,2021,3898.120952677286,3652.9978,366.31024538954074,0.0,302,0,187,2074,0,0
2021-03-28,2021,6031.194809738349,5800.0645,381.58013747806933,0.0,96,0,180,3332,0,0
2021-03-29,2021,4579.728804670336,4368.231,296.90897438098034,0.0,4,0,114,2519,0,0
2021-03-30,2021,8216.703257910198,8119.814,179.90938461638154,0.0,0,0,76,2674,0,0
2021-03-31,2021,9021.647367154306,8762.011,316.8368188173847,0.0,12,4,78,3114,4,3
2021-04-01,2021,4954.229478853031,4745.5347,287.4748559166719,0.0,34,0,74,3220,0,0
2021-04-02,2021,1898.1111604139594,1895.0886,72.47527697400298,0.0,0,0,23,1652,0,0
2021-04-03,2021,3560.6780414998434,0.0,3560.6780414998434,0.0,5967,2926,6,2632,6110,6086
2021-04-04,2021,10333.286552626394,10179.1,561.8118130879172,0.0,860,392,107,3769,756,751
2021-04-05,2021,2071.959766442626,2031.343,77.79598530881303,0.0,0,0,8,2584,0,0
2021-04-06,2021,4705.503399562151,3232.46,1532.1455611085742,0.0,2249,0,145,3226,0,0
2021-04-07,2021,3085.399799936724,2332.6099,813.5977330940751,0.0,1807,3,111,2690,0,0
2021-04-08,2021,4622.293247084601,4296.714,467.9151418605669,0.0,606,0,171,4695,0,0
2021-04-09,2021,8858.05276941577,8962.568,180.1517578575885,0.0,0,0,49,5393,0,0
2021-04-10,2021,2282.243057360802,2229.0862,103.16951831699922,0.0,0,0,11,3311,0,0
2021-04-11,2021,9651.85817204279,9618.534,262.8159695975384,0.0,14,0,112,5692,0,0
2021-04-12,2021,1821.073240914401,1595.7115,246.55607924946523,0.0,328,0,114,3510,0,0
2021-04-13,2021,6022.472883247773,5894.066,362.21203073515403,0.0,64,0,89,5623,0,0
2021-04-14,2021,5405.855229339854,5371.575,289.75656098908144,0.0,22,0,88,5234,0,0
2021-04-15,2021,3766.062057563107,3595.3586,216.0509453146312,0.0,0,0,20,4945,0,0
2021-04-16,2021,1680.8658921899457,1605.6511,111.8510313246705,0.0,0,0,15,2881,0,0
2021-04-17,2021,2284.72787303124,2189.7695,130.17135353517344,0.0,0,0,4,4257,0,0
2021-04-18,2021,2860.917929975893,2723.4072,178.47845444426446,0.0,56,22,30,4280,0,0
2021-04-19,2021,7583.344647886576,7310.465,458.2125934778479,0.0,66,0,131,4915,0,0
2021-04-20,2021,7144.007190770504,6787.7607,514.4069407408347,0.0,224,0,149,4750,0,0
2021-04-21,2021,10124.600608169696,5361.3286,4912.012764546044,0.0,3986,3603,100,5348,3746,3745
2021-04-22,2021,5532.272535125595,5160.302,505.88512129971707,0.0,129,87,65,4799,0,0
2021-04-23,2021,4992.448711853405,4755.0273,307.8921343402371,39.773219135981414,63,0,82,4446,0,0
2021-04-24,2021,5642.561814487927,5440.798,289.2277902804678,0.0,0,0,26,5143,0,0
2021-04-25,2021,6662.110671113448,6318.018,512.9401411323587,0.0,53,0,154,4673,0,0
2021-04-26,2021,11245.5869588068,11073.625,447.1477849897065,0.0,205,0,140,5026,0,0
2021-04-27,2021,11334.850803681038,11436.262,199.5560038617777,0.0,32,1,101,4967,0,0
2021-04-28,2021,11336.740098880467,11368.981,220.0165989209553,0.0,14,0,117,4715,0,0
2021-05-31,2021,2966.528404458841,2771.3613,261.6281400237734,0.0,187,66,79,1424,75,74
2021-06-01,2021,9714.876257357053,9550.103,312.2452607264991,0.0,7,0,92,3975,0,0
2021-06-02,2021,10089.25433849914,9883.387,431.1153785313626,0.0,46,0,200,4126,1,1
2021-06-03,2021,11030.948565054334,10759.006,378.5961091112934,0.0,8,0,219,4172,2,2
2021-06-04,2021,5180.164883984024,4886.5186,333.93948574522847,0.0,2,1,58,3584,1,1
2021-06-05,2021,8666.933123610172,8125.438,726.6181758987697,0.0,240,97,232,4023,0,0
2021-06-06,2021,10968.956043423557,10689.226,415.05795227040954,0.0,15,2,310,3859,2,2
2021-06-07,2021,11457.64946797902,11025.618,562.0781928625938,1.7198099336885821,122,4,326,3944,7,7
2021-06-08,2021,10513.543894806979,10144.922,519.5232616331092,0.0,119,0,301,3752,1,1
2021-06-09,2021,11333.723199398937,10872.522,586.6727612197374,0.0,16,0,290,3984,0,0
2021-06-10,2021,8068.09763058259,7624.3135,528.2030495157379,0.0,16,0,237,3614,0,0
2021-06-11,2021,10901.4018936514,10546.237,570.4806615507448,0.0,16,1,298,4062,1,1
2021-06-12,2021,6729.154452954037,6453.443,434.21714141254284,0.0,11,0,125,3671,0,0
2021-06-13,2021,5082.176240037341,4561.8022,293.750560082244,361.4833988598028,4,0,150,4158,0,0
2021-06-14,2021,12452.895666138675,12216.209,378.10428577262275,0.0,15,0,315,4013,2,2
2021-06-15,2021,10454.357714739404,10037.76,544.2724682448163,0.0,76,3,222,4199,6,6
2021-06-16,2021,7582.645457677562,7264.859,403.64611233410125,0.0,59,7,294,2799,10,10
2021-06-17,2021,12252.678567097577,11792.527,564.5681917957609,0.0,174,66,326,4020,113,112
2021-06-18,2021,12232.931955038797,11664.748,702.1093866996621,0.0,281,159,305,4019,212,210
2021-06-19,2021,12010.787278339243,10854.101,1217.6986132947775,0.0,542,253,288,4283,370,368
2021-06-20,2021,10087.109373543664,8996.687,1193.7155617133308,0.0,694,433,202,4143,439,438
2021-06-21,2021,10666.512779297493,9687.9795,1133.1578184305874,0.0,569,395,292,4211,490,490
2021-06-22,2021,665.1908477735008,606.8138,69.90122541606053,0.0,117,0,2,1053,78,78
2021-06-23,2021,2218.09571892009,1997.5378,243.01091285193863,0.0,238,51,107,2380,238,238
2021-06-24,2021,2570.499573570924,2312.893,288.12903745575574,0.0,244,88,91,2240,225,225
2021-06-25,2021,3347.948998152751,3023.729,387.931962050595,0.0,272,115,105,2260,226,226
2021-06-26,2021,4934.798139525308,4493.5786,549.6178384595455,0.0,316,191,174,2936,280,280
2021-06-27,2021,5377.944455013827,4782.484,671.0577747486403,0.0,326,260,263,2395,307,307
2021-06-28,2021,8403.54581376722,7756.0283,788.4610469627213,0.0,341,247,245,3575,318,317
2021-06-29,2021,6635.334773097196,6238.934,568.2347260084126,0.0,255,171,144,3816,240,239
2021-06-30,2021,3910.5673630118426,3528.103,489.2082928768786,0.0,331,140,141,3744,214,214
2021-07-01,2021,5339.298853334155,5082.3965,457.4229245956986,0.0,257,142,86,4199,240,240
2021-07-02,2021,4422.76753006877,4198.228,359.9303443100234,0.0,135,102,98,2343,134,134
2021-07-03,2021,9883.837466453242,9180.234,961.0017180990383,0.0,506,230,223,4926,282,282
2021-07-04,2021,11744.383641088816,10924.463,944.5565671338654,0.0,399,279,328,5148,339,339
2021-07-05,2021,6271.80758516408,5921.8706,488.2494385373142,0.0,264,163,123,4050,232,232
2021-07-06,2021,10887.684849128635,10500.961,767.4556065465251,0.0,486,366,183,4729,310,308
2021-07-07,2021,3516.4942086670667,3289.3154,334.64615031841066,0.0,276,130,97,3080,176,176
2021-07-08,2021,4622.103287122036,4524.0063,263.53036164749983,0.0,89,37,55,2990,63,63
2021-07-09,2021,4327.804896809002,3964.5925,504.5022010577589,0.0,270,71,150,2848,0,0
2021-07-10,2021,7271.602129605243,6877.2573,592.6192572287191,0.0,242,0,261,3536,2,2
2021-07-11,2021,5690.252141175264,5481.7866,322.0111795803777,0.0,45,1,176,2922,2,2
2021-07-12,2021,7718.521377349916,7268.182,587.0190464919855,0.0,288,33,296,3312,1,1
2021-07-13,2021,8787.465116739637,8624.61,351.4222401824558,0.0,28,5,203,4144,14,14
2021-07-14,2021,7366.742859110186,6947.7393,556.5668175234807,0.0,243,95,186,4330,0,0
2021-07-15,2021,7487.896809476085,6915.015,822.0594289844165,0.0,394,107,178,4459,0,0
2021-07-16,2021,9054.89931372651,8521.677,705.3187258401928,0.0,336,0,249,4791,1,1
2021-07-17,2021,1055.1595300258991,996.002,76.10994080953373,0.0,3,0,11,2139,0,0
2021-07-18,2021,8965.130907516466,8387.514,772.7860546641164,0.0,319,123,272,4482,1,0
2021-07-19,2021,5330.111391763777,5004.128,455.5582306951065,0.0,202,85,122,3590,0,0
2021-07-20,2021,4707.934018489352,4442.4746,343.80045993352536,0.0,131,73,94,4059,0,0
2021-07-21,2021,5908.020466819972,5529.32,476.5109386408095,0.0,193,99,89,4276,0,0
2021-07-22,2021,8195.673976916674,7716.4434,604.7079844293289,0.0,156,61,182,4547,0,0
2021-07-23,2021,9364.061072039922,9064.487,537.5455082016389,0.0,29,1,250,4751,3,3
2021-07-24,2021,11020.006992228977,10557.856,565.8214307133098,0.0,142,37,311,4888,59,59
2021-07-25,2021,7748.636807419151,7329.4062,484.544418885577,0.0,98,24,195,4199,35,35
2021-07-26,2021,8547.39200081948,7921.241,813.1380955238541,0.0,389,230,192,4086,52,52
2021-07-27,2021,8871.957177381726,8328.742,675.9945503102241,0.0,226,123,216,4890,29,29
