date,year,expected_kwh,actual_kwh,lost_kwh,curtailment_kwh,strong_samples,outage_samples,slow_degradation_samples,fast_degradation_samples,error_samples,explained_fault_samples
2019-01-02,2019,94.29549972806663,80.00533,28.7875712750166,0.0,2,0,2,270,0,0
2019-01-03,2019,39.14910831847533,9.559608,29.58949999808018,0.0,9,0,11,108,0,0
2019-01-08,2019,17.49091618339624,42.93216,0.0,0.0,0,0,0,81,0,0
2019-01-10,2019,55.489026442796025,0.0,55.704971471467665,0.0,15,1,3,291,655,44
2019-01-12,2019,26.009219308196844,0.0,26.009219308196844,0.0,0,0,0,135,305,25
2019-01-14,2019,222.36714492636253,549.6866,8.706026181203102,0.0,0,0,0,629,0,0
2019-01-15,2019,128.37734577251246,285.56787,4.136842371844554,0.0,0,0,0,513,0,0
2019-01-16,2019,162.41993594542217,396.99857,0.004644063900684318,0.0,0,0,0,594,0,0
2019-01-18,2019,131.89451237202184,185.52185,14.768795743166,0.0,0,0,0,972,0,0
2019-01-19,2019,615.4992945132421,2402.9856,77.38793974240652,0.0,3,0,0,2294,0,0
2019-01-20,2019,207.17290492653757,2171.9937,20.037724039792142,0.0,0,0,0,2294,0,0
2019-01-21,2019,-21.413260792270282,1128.7015,0.3907152226851987,0.0,0,0,0,1705,0,0
2019-01-22,2019,-54.13970812329458,2540.895,2.2641067369451284,0.0,0,0,0,2325,0,0
2019-01-23,2019,-46.77595713289326,2619.2346,5.99255417290621,0.0,0,0,0,2387,0,0
2019-01-24,2019,47.914072103875846,647.50494,0.0,0.0,0,0,0,1209,0,0
2019-01-25,2019,56.48218120005909,500.64774,0.0,0.0,0,0,0,1155,0,0
2019-01-27,2019,102.95875492947323,237.26491,1.0153119927558678,0.0,0,0,0,448,0,0
2019-01-28,2019,816.0967579082438,1592.3944,56.709855832706126,0.0,4,0,16,1980,0,0
2019-01-29,2019,140.86270559061595,297.51462,0.4205224445597155,0.0,0,0,0,693,0,0
2019-01-30,2019,925.461304825892,3080.429,44.70172965343561,0.0,0,0,0,2652,0,0
2019-01-31,2019,1614.1905235089969,2851.733,166.54043962685174,0.0,0,0,0,2448,0,0
2019-02-01,2019,316.5181115775067,781.0868,0.0,0.0,0,0,0,1656,0,0
2019-02-04,2019,892.1474218885396,14.130867,878.0575554545342,0.0,44,963,23,501,3,0
2019-02-05,2019,373.93990867238233,24.191809,349.9829713231556,0.0,22,155,9,484,2,1
2019-02-06,2019,318.416456102198,62.047436,256.36902288967485,0.0,16,151,7,351,1,0
2019-02-07,2019,1361.392115521172,480.73544,898.4130107001187,0.0,17,231,31,1740,7,0
2019-02-08,2019,2891.8090292517245,1736.0154,1309.5862324450043,0.0,0,250,25,2157,4,1
2019-02-09,2019,2539.0212659119306,2681.0146,276.51143865220496,0.0,3,10,15,2694,1,0
2019-02-10,2019,174.46320324187857,174.7888,5.906860901829736,0.0,0,0,0,420,0,0
2019-02-11,2019,712.6373505395749,726.7717,53.878212525989085,0.0,0,0,0,1050,0,0
2019-02-12,2019,966.704480731584,932.384,65.68176469445986,0.0,0,0,2,1700,0,0
2019-02-13,2019,14.192999952158786,14.013525,0.6452978613664611,0.0,0,0,0,34,0,0
2019-02-14,2019,5113.08266082667,4764.5444,678.8748382430516,0.0,7,0,83,2903,1,0
2019-02-15,2019,5848.142100720033,5346.101,893.2390519118967,0.0,3,4,153,3133,0,0
2019-02-16,2019,5877.420053597859,5360.866,877.0099539865237,0.0,4,2,280,3262,1,0
2019-02-17,2019,5719.4427397018835,5233.454,795.9940588014806,0.0,1,0,385,3201,0,0
2019-02-18,2019,6008.557922806102,5509.8716,835.305407711738,0.0,60,0,542,3038,1,1
2019-02-19,2019,2904.6240178810963,2740.794,292.286334265702,0.0,6,0,194,2015,0,0
2019-02-20,2019,2188.353688594362,2099.8237,175.84319400760722,0.0,62,0,68,1848,0,0
2019-02-21,2019,1776.5150190300847,1786.6455,64.13147653329041,0.0,1,0,6,2170,0,0
2019-02-22,2019,939.1820317288098,894.235,115.22685569426376,0.0,22,0,127,1054,0,0
2019-02-23,2019,5652.530265105822,5399.4604,615.9306272868216,0.0,0,0,588,3068,0,0
2019-02-24,2019,4582.000298867077,4319.184,495.11402844768327,0.0,7,0,555,2635,0,0
2019-02-25,2019,6493.562326939035,5979.723,790.4947184213252,0.0,6,0,907,3224,0,0
2019-02-26,2019,3065.9815382649003,3009.9585,184.95542555992324,0.0,21,0,97,2883,0,0
2019-02-27,2019,6783.776045471628,6239.9546,812.2021504026033,0.0,5,0,935,3255,0,0
2019-02-28,2019,6065.06694953312,5706.865,581.4299494408186,0.0,6,0,564,3224,0,0
2019-03-01,2019,493.5324549252799,498.16806,19.048567902659556,0.0,0,0,0,868,0,0
2019-03-02,2019,725.2091638698379,725.6428,23.810073531895036,0.0,0,0,0,1240,0,0
2019-03-03,2019,1873.8827618141006,1901.81,66.39352488406605,0.0,0,0,2,2108,0,0
2019-03-04,2019,1197.1574984527883,1186.336,65.31167451611866,0.0,10,0,13,1395,0,0
2019-03-05,2019,1589.3535082963733,1640.0306,82.21600275540317,0.0,6,0,64,1800,0,0
2019-03-06,2019,5727.1277165834235,6496.15,433.64114627644403,0.0,0,0,453,3286,0,0
2019-03-07,2019,1142.172271980476,1377.6116,18.348227494560785,0.0,8,0,5,1395,0,0
2019-03-08,2019,2044.0285722919875,1959.0879,178.46252682718006,0.0,19,0,182,2280,0,0
2019-03-09,2019,2092.1691888653354,1975.028,186.5694989697174,0.0,129,0,113,1710,0,0
2019-03-10,2019,869.7954498612072,849.9606,50.2125482737967,0.0,1,0,15,1170,0,0
2019-03-11,2019,2013.3633395486268,32.841434,1980.9856764234737,0.0,2809,2024,58,1512,3060,3025
2019-03-12,2019,3934.750941734797,3801.2551,304.4647644256459,0.0,82,0,136,3210,0,0
2019-03-13,2019,5524.90775208278,5337.098,491.987473477307,0.0,284,0,306,2997,0,0
2019-03-14,2019,2250.8626439219424,2207.6855,109.86787235100228,0.0,5,0,41,2280,0,0
2019-03-15,2019,2644.237901012436,2624.473,126.42374672215132,0.0,14,0,18,2430,0,0
2019-03-16,2019,1614.803514157898,1584.8832,62.49424654958395,0.0,0,0,0,2100,0,0
2019-03-17,2019,8557.803674864686,8766.729,161.22334670822613,0.0,22,0,46,3217,1,1
2019-03-18,2019,4162.022753264516,4286.8706,193.67579760261071,0.0,143,0,63,2879,1,0
2019-03-19,2019,4647.32115576903,4628.183,305.4186399205129,0.0,248,0,61,2652,0,0
2019-03-20,2019,9628.017885379119,10134.33,104.7334390609598,0.0,90,0,27,3493,0,0
2019-03-21,2019,9432.09508204074,9879.937,46.328463218761335,0.0,0,0,0,3421,0,0
2019-03-22,2019,9436.54397936428,9398.117,170.03160086225543,0.0,0,0,0,3433,0,0
2019-03-23,2019,9751.329153291676,9892.266,98.40148184785374,0.0,0,0,0,3419,0,0
2019-03-24,2019,1761.3753077687493,1716.5637,67.92130585828696,0.0,0,0,0,1560,0,0
2019-03-25,2019,3980.967906182316,3840.3809,264.3000874666014,0.0,148,0,74,1965,1,0
2019-03-26,2019,2427.4526977875266,2360.1338,128.73732231876522,0.0,7,0,27,2106,0,0
2019-03-27,2019,2316.473372660756,2257.5698,131.51059723375,0.0,1,0,17,2322,0,0
2019-03-28,2019,833.6280447335043,826.55884,32.723342350985675,0.0,0,0,0,1080,0,0
2019-03-29,2019,6439.308349798098,6258.8315,266.30762689166534,0.0,96,0,29,3131,1,0
2019-03-30,2019,10291.315388538094,10296.075,131.194137696129,0.0,0,0,0,3397,0,0
2019-03-31,2019,5609.634062467924,5471.58,206.99445481662363,0.0,2,0,11,2835,0,0
2019-04-01,2019,10773.097009250863,11131.584,10.468596443338605,0.0,0,0,0,3309,0,0
2019-04-02,2019,9661.364747387646,9923.155,77.82503559036714,0.0,0,0,0,3081,0,0
2019-04-03,2019,8762.245734302587,8595.574,291.9568805386196,0.0,91,0,18,3271,0,0
2019-04-04,2019,10177.069842034101,10315.421,123.71237581766232,0.0,17,0,9,3181,0,0
2019-04-05,2019,8777.1171233581,8589.033,359.99871717044664,0.0,152,0,64,2610,0,0
2019-04-06,2019,8406.269463678687,8354.633,291.0968541078138,0.0,153,0,21,2497,0,0
2019-04-07,2019,7861.188303860659,7720.7383,323.5799123964902,0.0,161,0,43,2336,0,0
2019-04-08,2019,9274.34805739025,9189.788,272.1796728373647,0.0,32,0,6,2340,0,0
2019-04-09,2019,9325.620357560436,9564.036,132.49634858605282,0.0,3,0,6,2032,0,0
2019-04-10,2019,10457.225255997319,10947.39,23.511163352404914,0.0,0,0,1,1935,0,0
2019-04-11,2019,6961.453818160404,6919.943,223.21679746663463,0.0,108,0,16,1952,0,0
2019-04-12,2019,1883.4007072058794,1816.2712,92.13806163281623,0.0,0,0,0,1584,0,0
2019-04-13,2019,3994.315927575637,3997.637,74.13847386230125,0.0,0,0,0,2147,0,0
2019-04-14,2019,1410.2321006052703,1406.5964,48.57870786716279,0.0,0,0,5,950,0,0
2019-04-15,2019,10834.811070650474,11351.641,8.937001570757575,0.0,0,0,0,2772,0,0
2019-04-16,2019,10872.534323948064,11357.126,11.789165748543057,0.0,0,0,0,2772,0,0
2019-04-17,2019,10984.521443921883,11165.751,203.21244543293793,0.0,126,121,0,3082,128,128
2019-04-18,2019,10837.929698347316,11127.127,70.83463488848733,0.0,26,0,2,3325,0,0
2019-04-19,2019,11120.77369919188,11379.281,48.11449151431702,0.0,0,0,0,3458,0,0
2019-04-20,2019,11091.165152091015,11215.685,127.17450665999436,0.0,0,0,0,3458,0,0
2019-04-21,2019,11308.862743647842,11535.9795,46.65719466424143,0.0,0,0,0,3350,1,0
2019-04-22,2019,11246.919213936806,11732.838,16.534056771439012,0.0,0,0,0,3458,0,0
2019-04-23,2019,8260.1200419881,8188.416,307.65009023449375,0.0,76,0,14,3146,0,0
2019-04-24,2019,10755.546125561616,10998.012,107.49107996717994,0.0,0,0,0,3406,0,0
2019-04-25,2019,11329.43801300134,11381.246,169.4557271341948,0.0,14,0,0,3510,0,0
2019-04-26,2019,10069.491385142974,9846.357,374.6022187874724,0.0,91,0,4,3302,0,0
2019-04-27,2019,3850.7252748147403,3739.2341,153.84397005855735,0.0,5,0,1,2184,0,0
2019-04-28,2019,4566.233050562806,4498.3877,188.93849926187664,0.0,6,0,8,2964,1,0
2019-04-29,2019,52.072008718758795,50.729736,2.495488975928623,0.0,0,0,0,78,0,0
2019-04-30,2019,10632.134868619349,10535.264,440.35744226819554,0.0,255,0,16,3562,0,0
2019-05-01,2019,6036.387560467786,6051.1797,249.78600119129268,0.0,28,0,9,3120,1,0
2019-05-02,2019,8826.896139643155,8859.77,396.6914008661794,0.0,136,13,19,3325,165,52
2019-05-03,2019,4533.832863942877,4513.256,198.8471705858998,0.0,83,0,3,2808,0,0
2019-05-04,2019,2363.4344202712628,2306.948,95.80911519353127,0.0,0,0,0,2470,0,0
2019-05-05,2019,5777.024065658174,5786.0913,247.71701657753283,0.0,84,0,15,2640,0,0
2019-05-06,2019,5838.485903006255,5707.7036,303.2448001218495,0.0,90,0,17,3822,0,0
2019-05-07,2019,6231.876527750071,6126.5635,325.82640170566594,0.0,88,0,19,3484,0,0
2019-05-08,2019,6738.610270140018,6846.5645,78.26512746015518,0.0,0,0,0,2546,0,0
2019-05-09,2019,5938.933204067774,5856.5435,233.5813378186967,0.0,44,0,12,3250,0,0
2019-05-10,2019,5608.650946006178,5413.948,365.07523296052557,0.0,89,0,27,3224,0,0
2019-05-11,2019,2133.9218476206956,2062.989,109.60704748595735,0.0,0,0,2,2028,0,0
2019-05-12,2019,8092.0375449566845,8133.5195,319.48069965762136,0.0,77,0,9,3562,0,0
2019-05-13,2019,9241.785415620423,8998.454,534.2341292663084,0.0,396,0,20,3692,0,0
2019-05-14,2019,6673.1007060132115,6688.874,335.65632625288845,0.0,135,0,12,3484,0,0
2019-05-15,2019,649.425881645141,621.2155,37.2388183752574,0.0,0,0,0,988,0,0
2019-05-16,2019,2272.3157899013763,2241.1067,81.70651413419374,0.0,0,0,3,2600,0,0
2019-05-17,2019,8179.86898616797,8063.178,329.23869249221303,0.0,44,0,18,3900,0,0
2019-05-18,2019,11240.493319773372,11240.544,286.0236678667635,0.0,138,0,16,3666,0,0
2019-05-19,2019,10766.495005995353,10713.312,262.1330259956579,0.0,43,0,9,3692,1,1
2019-05-20,2019,3232.0797663409703,3120.351,176.066594897312,0.0,22,0,4,3042,0,0
2019-05-21,2019,9930.359965639094,9886.929,399.92901260995393,0.0,155,0,18,3848,0,0
2019-05-23,2019,10213.34912670617,10592.032,89.17687871274747,0.0,0,0,2,3584,0,0
2019-05-24,2019,11337.532479523912,11348.428,297.06459608521857,0.0,125,39,17,4228,83,41
2019-05-25,2019,7623.261528254383,7651.2764,286.1462362760724,0.0,187,127,1,3212,146,146
2019-05-26,2019,11491.443042510626,11520.608,342.616162765973,0.0,199,127,5,4437,153,153
2019-05-27,2019,8706.80843598337,8358.459,525.7554572152047,0.0,213,111,20,4321,149,149
2019-05-28,2019,3208.323962581553,3109.9282,145.9736422240063,0.0,112,44,0,3360,112,112
2019-05-29,2019,7594.760035892026,7667.4062,256.7741271774322,0.0,140,103,0,4339,140,140
2019-05-30,2019,12184.474022870672,12304.138,233.48155500506752,0.0,146,132,1,4477,146,146
2019-05-31,2019,7221.518168430275,6936.2056,449.0078335070316,0.0,245,105,18,4395,142,142
2019-06-01,2019,11679.480528233275,11234.581,573.4261450130383,0.0,269,131,21,4544,147,147
2019-06-02,2019,12135.782579078415,11828.124,421.4510386360646,0.0,158,132,0,4489,176,152
2019-06-03,2019,12144.84748372715,11962.367,324.222539627479,0.0,152,133,0,4492,164,147
2019-06-04,2019,9544.52726277232,9192.869,432.08966745075224,0.0,94,77,3,4332,87,86
2019-06-05,2019,11652.027105836814,11491.802,277.57952777726,0.0,15,0,7,4525,15,1
2019-06-06,2019,8843.781746145654,8780.806,210.5693674464955,0.0,80,0,4,3973,0,0
2019-06-07,2019,7588.244054591086,7472.2,351.85288530925806,0.0,187,0,14,4417,1,0
2019-06-08,2019,7264.324426296738,7195.9985,200.88943752983946,0.0,31,0,19,4485,0,0
2019-06-09,2019,11211.830240244555,11194.777,165.6283764531109,0.0,0,0,2,4494,0,0
2019-06-10,2019,7130.827600841804,6956.779,302.74198821835165,0.0,2,0,1,4712,0,0
2019-06-11,2019,11117.985117030266,10902.89,373.64672228745053,0.0,23,0,14,4701,0,0
2019-06-12,2019,10328.312971504603,10293.037,149.31090624578485,0.0,0,0,0,3848,4,1
2019-06-13,2019,9728.116636925919,9391.793,575.0465183421563,0.0,292,0,46,4455,0,0
2019-06-14,2019,11473.946800579259,11389.859,207.44072630893353,0.0,0,0,0,4407,1,0
2019-06-15,2019,8555.124344292857,8338.628,392.08089232963766,0.0,39,0,14,4428,6,0
2019-06-16,2019,6848.18264854068,6853.707,200.10981825426686,0.0,38,0,5,3838,0,0
2019-06-17,2019,8148.92454101767,8163.8076,109.82102586733937,0.0,21,0,1,3262,0,0
2019-06-18,2019,12319.5374081014,12261.33,241.72308517573143,0.0,18,0,8,4623,0,0
2019-06-19,2019,9765.24453731447,9752.833,191.94836367134036,0.0,3,1,3,4452,6,2
2019-06-20,2019,8318.400889791066,8148.1147,336.46510430193837,0.0,45,0,23,4166,0,0
2019-06-21,2019,9404.379199114072,9106.205,586.0141816089705,0.0,230,0,31,4637,0,0
2019-06-22,2019,9769.79440235498,9479.23,475.5405402528337,0.0,75,0,37,4604,0,0
2019-06-23,2019,11727.366050394596,11957.3,130.5082934349021,0.0,1,0,0,4768,0,0
2019-06-24,2019,12062.96878798835,12185.846,98.56066398255766,0.0,1,0,0,4694,0,0
2019-06-25,2019,11643.979392740024,11814.797,144.76245938532014,0.0,1,0,0,4740,12,1
2019-06-26,2019,11306.310020732812,11202.828,344.55020721044286,0.0,94,77,1,4699,147,84
2019-06-27,2019,12019.844252604067,11823.711,443.72022834231154,0.0,299,273,1,4724,298,298
2019-06-28,2019,7946.25674563087,7536.1523,578.8800584888171,0.0,344,254,8,4672,292,292
2019-06-29,2019,11921.317819209135,11603.32,496.90284232851286,0.0,300,271,0,4739,302,299
2019-06-30,2019,11908.577155200508,11507.8955,560.3731914487154,0.0,345,290,0,4725,393,333
2019-07-01,2019,9756.565981673337,9307.925,760.664318246444,0.0,468,380,2,4797,451,450
2019-07-02,2019,8701.890540507165,7994.2124,989.9139515930839,0.0,777,382,30,4788,450,450
2019-07-03,2019,10630.516889857076,9958.699,994.3840645512139,0.0,808,386,30,4716,444,444
2019-07-04,2019,11867.476213792765,11500.433,653.8003987189056,0.0,444,403,1,4691,444,444
2019-07-05,2019,6155.887969680093,5760.094,533.3485997720942,0.0,453,293,4,4479,420,420
2019-07-06,2019,10803.098250242168,10268.257,798.6267951231218,0.0,463,370,12,4729,444,444
2019-07-07,2019,8228.132381427453,7786.363,829.8007832646748,0.0,554,324,6,4123,387,387
2019-07-08,2019,6541.860227562183,6111.875,628.91996532,0.0,538,320,11,4553,414,414
2019-07-09,2019,4458.351844209978,4244.666,325.13541524454314,0.0,461,221,0,4620,420,420
2019-07-10,2019,9590.924446000749,9066.206,902.4869704976552,0.0,638,370,22,4828,441,441
2019-07-11,2019,7452.03850259249,7271.2163,348.00536450896806,0.0,147,112,1,4830,132,132
2019-07-12,2019,6501.138778459789,6285.4424,467.4965196966813,0.0,242,0,29,3371,0,0
2019-07-13,2019,4283.32381505734,4303.715,189.26090580726745,0.0,33,0,18,2912,0,0
2019-07-14,2019,5545.02634126446,5526.27,240.86649222747388,0.0,78,0,18,3995,0,0
2019-07-15,2019,3290.2482536277776,3256.688,92.4908830512719,0.0,1,0,1,4092,1,1
2019-07-16,2019,4654.043146434712,4594.8,237.50684198355225,0.0,104,0,6,3596,0,0
2019-07-17,2019,5909.585287987457,5854.455,307.8409614952469,0.0,110,0,13,3383,1,0
2019-07-18,2019,7103.458847793798,6949.2285,313.07031449329946,0.0,159,0,4,3460,0,0
2019-07-19,2019,3427.212492079192,3322.8203,153.4695012673984,0.0,11,0,9,3105,0,0
2019-07-20,2019,6956.829730307321,6784.113,312.4250304172028,0.0,104,0,4,3565,1,0
2019-07-21,2019,5176.759826319757,5021.115,288.29897392791963,0.0,99,0,7,3064,0,0
2019-07-22,2019,5647.096637938364,5593.3535,149.51381970330473,0.0,0,0,0,3504,0,0
2019-07-23,2019,7736.828692934791,7797.626,85.74359786685591,0.0,12,0,0,3385,1,0
2019-07-24,2019,7839.05792704993,7714.404,189.1096383052908,0.0,21,0,0,3342,41,2
2019-07-25,2019,7753.068143440517,7585.988,224.99870180418807,0.0,38,4,0,3413,68,8
2019-07-26,2019,7714.160126859916,7735.1846,78.2542439852084,0.0,0,0,1,3359,0,0
2019-07-27,2019,7588.539231948276,7556.897,133.9380701121733,0.0,32,0,0,3306,0,0
2019-07-28,2019,5086.398283674469,4838.642,376.9270822921204,0.0,93,0,2,3287,13,0
2019-07-29,2019,6034.048945118086,5953.5703,156.24836115749335,0.0,1,0,0,3500,1,0
2019-07-30,2019,5510.996802769532,5337.4575,285.4099945048715,0.0,31,0,3,2984,0,0
2019-07-31,2019,2212.937836502363,2162.7966,86.00114236565234,0.0,2,0,0,2138,4,3
2019-08-01,2019,5861.331550246951,5686.221,321.6505134964183,0.0,54,0,3,3189,0,0
2019-08-02,2019,4184.774409214475,4062.5593,171.42067710307353,0.0,0,0,0,3335,0,0
2019-08-03,2019,3523.0774026790054,3501.2524,114.70146819419504,0.0,1,0,1,2424,0,0
2019-08-04,2019,6388.414347016221,6235.46,303.4960887685884,0.0,177,0,14,3154,0,0
2019-08-05,2019,3857.729869521274,3736.5732,162.36854758277582,0.0,0,0,2,2825,0,0
2019-08-06,2019,4831.324226459681,4717.532,179.73836038303781,0.0,4,0,1,3034,1,1
2019-08-07,2019,3158.483204638629,3049.0532,155.48218670555937,0.0,0,0,1,2407,0,0
2019-08-08,2019,9472.653030667592,9334.71,392.95484538313315,0.0,181,0,17,4409,0,0
2019-08-09,2019,6726.849102767799,6579.4663,249.68092642908647,0.0,49,0,1,3284,0,0
2019-08-10,2019,2485.0175602904246,2409.609,132.9737633818705,0.0,26,0,6,2736,0,0
2019-08-11,2019,6654.646263193511,6426.8403,363.443639829685,0.0,184,0,10,3175,0,0
2019-08-12,2019,2379.6354292224737,2338.7622,93.39706559515096,0.0,0,0,4,2568,0,0
2019-08-13,2019,5248.597248551284,5033.0693,382.488736739776,0.0,187,0,8,3215,0,0
2019-08-14,2019,5483.396774758679,5399.4834,253.8482317005032,0.0,54,0,9,3104,14,2
2019-08-15,2019,4125.255915575417,4085.6133,99.03533096967628,0.0,0,0,0,3000,0,0
2019-08-16,2019,5274.820912381192,5098.179,328.83771668221635,0.0,157,0,11,2870,1,0
2019-08-17,2019,3245.074760705851,3221.7627,93.39325172375536,0.0,0,0,0,2592,0,0
2019-08-18,2019,5215.199808992839,5063.345,270.1907630189474,0.0,172,0,12,2664,0,0
2019-08-19,2019,2854.836287027804,2734.5862,149.83010297879986,0.0,2,0,9,2725,0,0
2019-08-20,2019,3987.2619088437236,3894.689,184.16401850323354,0.0,16,0,24,2725,0,0
2019-08-21,2019,6953.584333998257,6971.8447,155.85602097360015,0.0,96,2,4,3131,7,4
2019-08-22,2019,7178.6441295748655,7127.8184,190.0735602718236,0.0,145,0,17,3199,0,0
2019-08-23,2019,7545.980081797963,7504.432,125.86117772700587,0.0,0,0,2,3315,0,0
2019-08-24,2019,6251.389471276358,6120.8223,215.59540515255324,0.0,0,0,4,3322,0,0
2019-08-25,2019,6621.886906777886,6501.6143,162.55786440527885,0.0,0,0,0,3275,0,0
2019-08-26,2019,5401.141568215424,5272.1475,199.36125755814257,0.0,8,0,5,2760,0,0
2019-08-27,2019,6357.822203971745,6166.774,271.26312544650744,0.0,33,0,15,3323,0,0
2019-08-28,2019,5191.607480962558,5013.177,228.1070137591479,0.0,0,0,0,3168,0,0
2019-08-29,2019,3799.9959591626694,3648.1768,176.7121426655833,0.0,0,0,4,2472,0,0
2019-08-30,2019,4944.222355687853,4914.5513,89.66210919432812,0.0,0,0,0,2976,0,0
2019-08-31,2019,6272.612996276152,6540.398,23.007674183099954,0.0,0,0,1,3225,0,0
2019-09-01,2019,3460.5047926610414,3495.5718,53.51343052849573,0.0,0,0,0,2275,3,0
2019-09-02,2019,4089.7179505092763,4035.3115,141.79535329410052,0.0,16,0,9,2823,0,0
2019-09-03,2019,6105.1986229308895,5982.858,241.52796725499715,0.0,63,0,31,2992,0,0
2019-09-04,2019,7233.052453827427,7315.294,53.04852415602641,0.0,1,0,0,3107,1,1
2019-09-05,2019,3534.1775888280513,3397.7063,228.4432875435984,0.0,112,0,21,2251,0,0
2019-09-06,2019,6461.765292468146,6382.1245,141.92405036011994,0.0,0,0,5,3175,0,0
2019-09-07,2019,1013.0239055354896,1001.27875,23.079155274375427,0.0,0,0,0,1445,0,0
2019-09-08,2019,5001.275213648134,5095.732,70.72005103996017,0.0,0,0,3,2949,1,0
2019-09-09,2019,314.0932306107638,310.02075,14.679229730710478,0.0,0,0,0,475,0,0
2019-09-10,2019,5025.4682442274725,4899.3555,302.75360811969716,0.0,245,0,28,3220,0,0
2019-09-11,2019,6851.969658553478,6871.752,99.11312275114464,0.0,16,0,18,3198,0,0
2019-09-12,2019,2413.335464945616,2403.6804,78.34029832109898,0.0,1,0,0,2575,0,0
2019-09-13,2019,2137.724445632507,2144.5854,83.22575912059821,0.0,0,0,16,2484,0,0
2019-09-14,2019,5931.705753871676,6030.535,118.08128219735943,0.0,62,0,21,3411,0,0
2019-09-15,2019,5630.578705724206,5854.615,22.152170333511002,0.0,0,0,0,3320,0,0
2019-09-16,2019,1191.928004834144,1209.9587,20.098045648798486,0.0,0,0,0,1836,0,0
2019-09-17,2019,2808.6287428288847,2776.2883,176.58087033130425,0.0,66,0,33,2696,0,0
2019-09-18,2019,2469.6570234546202,2535.249,119.73584024757528,0.0,43,0,18,2535,0,0
2019-09-19,2019,4488.026273510855,4480.308,213.8373101250672,0.0,155,0,40,2904,0,0
2019-09-20,2019,5341.069104081637,5426.387,160.89675235822625,0.0,75,0,21,3173,0,0
2019-09-21,2019,6376.0546161203465,6758.7866,0.7405038848647341,0.0,0,0,0,3348,0,0
2019-09-22,2019,6372.964961424306,6778.3447,1.0336822855956855,0.0,0,0,0,3246,0,0
2019-09-23,2019,4863.591907346915,4958.4517,74.60760193409584,0.0,0,0,0,2850,0,0
2019-09-24,2019,1811.6278975144646,1804.3674,58.36616481867998,0.0,1,0,6,1892,0,0
2019-09-25,2019,1039.7904473665378,1044.497,32.500969250698475,0.0,5,0,0,1298,0,0
2019-09-26,2019,3311.6842526336936,3269.8127,156.8766246105507,0.0,10,0,15,2184,1,0
2019-09-27,2019,1010.1496942721824,1018.3069,18.89790752162058,0.0,0,0,0,1320,0,0
2019-09-28,2019,2316.767128037326,2262.8096,172.63251194516116,0.0,64,0,25,1129,0,0
2019-09-29,2019,2755.972024455206,2725.2476,139.45589213056465,0.0,35,0,19,1766,0,0
2019-09-30,2019,2381.4068218943685,2353.3152,200.52340851216775,0.0,129,0,20,1694,0,0
2019-10-01,2019,2858.640066343701,2688.028,248.88158223629043,0.0,61,0,56,1504,0,0
2019-10-02,2019,616.3581525077586,627.4118,13.88520214773073,0.0,0,0,0,900,0,0
2019-10-03,2019,1968.0046983406494,1908.8492,178.07760884770948,0.0,94,0,33,1348,0,0
2019-10-04,2019,2038.3002919571509,1992.6184,96.76696393252179,0.0,32,0,12,1425,0,0
2019-10-05,2019,270.4578881102344,278.23203,5.742423823180892,0.0,0,0,0,306,0,0
2019-10-06,2019,3303.9140319194476,3199.0698,234.81137589726788,0.0,92,0,29,1644,1,0
2019-10-07,2019,5311.7018675514755,4819.5503,743.6211951764529,0.0,500,0,27,1776,0,0
2019-10-08,2019,681.8742596109686,701.861,10.825477235845096,0.0,0,0,0,714,0,0
2019-10-09,2019,2841.01931071183,2603.6448,341.038543000182,0.0,176,0,44,1051,0,0
2019-10-10,2019,1433.5357883958907,1369.9474,146.7955827709435,0.0,160,0,22,858,0,0
2019-10-11,2019,2701.1116654082903,2624.6975,168.2915756935549,0.0,70,0,24,1274,0,0
2019-10-12,2019,4666.398004269329,4300.986,602.8418131422195,0.0,218,0,66,1404,0,0
2019-10-13,2019,4021.499102162665,3714.5217,455.9641484396296,0.0,118,0,57,1224,0,0
2019-10-14,2019,4220.035374464331,3911.3496,485.37372172771,0.0,93,0,77,1272,0,0
2019-10-15,2019,3990.6202583526647,3810.1873,384.0604518893363,0.0,96,0,47,1155,0,0
2019-10-16,2019,890.1937524209834,878.43616,67.88661965976605,0.0,34,0,9,605,0,0
2019-10-17,2019,2520.4432875892408,2504.9595,178.78207963393572,0.0,23,0,11,1045,0,0
2019-10-18,2019,2647.7533435664504,2541.006,228.13122971524285,0.0,73,0,20,990,0,0
2019-10-19,2019,547.5151166123321,547.7572,18.354607641354345,0.0,0,0,0,506,0,0
2019-10-20,2019,3513.759554644609,3277.2854,394.56843530553004,0.0,100,0,41,1078,0,0
2019-10-21,2019,2818.3686190641274,2626.056,293.98639817176917,0.0,73,0,60,1045,0,0
2019-10-22,2019,1931.0410980973797,1778.2264,214.3315815413038,0.0,39,0,38,688,0,0
2019-10-23,2019,1627.4070235989616,1565.7833,110.58869865869231,0.0,15,0,23,630,0,0
2019-10-24,2019,2824.274169684872,2632.3013,271.86015879043265,0.0,48,0,98,960,0,0
2019-10-25,2019,3020.7798900456446,2811.0525,341.46120875209135,0.0,63,0,67,1012,0,0
2019-10-26,2019,2969.911551139427,2778.527,328.2982827202408,0.0,90,0,96,1056,0,0
2019-10-27,2019,604.9998121960458,552.5233,101.80231453986771,0.0,18,0,45,319,0,0
