inverter_id,sigma_key,acute_sigma,fallback_acute_sigma
INV 01.02.013,850+|18-30,0.06275442592101123,0.0947144412693271
INV 01.02.013,850+|30-45,0.0479482717798141,0.07565919066554155
INV 01.02.013,850+|45-60,0.03960557988850342,0.04672800592078137
INV 01.02.013,850+|60+,0.05914568415738337,0.058460825850471215
INV 01.02.014,100-250|18-30,0.01910163909955983,0.06952106257363422
INV 01.02.014,100-250|30-45,0.020464438840210708,0.06781641380299933
INV 01.02.014,100-250|45-60,0.015,0.06532721967558715
INV 01.02.014,100-250|60+,0.016076608901757897,0.0640809484748495
INV 01.02.014,100-250|8-18,0.01919554754786079,0.06215604808830127
INV 01.02.014,250-450|18-30,0.03130258597743093,0.06178241449859519
INV 01.02.014,250-450|30-45,0.0435185344727304,0.06307393098444204
INV 01.02.014,250-450|45-60,0.04345549586997501,0.059257601942802426
INV 01.02.014,250-450|60+,0.036396546201350764,0.05731078384062489
INV 01.02.014,250-450|8-18,0.042327586068388566,0.1000233083356748
INV 01.02.014,450-650|18-30,0.05175665349523221,0.08973656302677488
INV 01.02.014,450-650|30-45,0.04480304177581397,0.04883495794712288
INV 01.02.014,450-650|45-60,0.07017675587662964,0.07038963345783898
INV 01.02.014,450-650|60+,0.06749580203458452,0.07136301036596528
INV 01.02.014,450-650|8-18,0.05946973255392792,0.1372128463078021
INV 01.02.014,650-850|18-30,0.06322235447134122,0.10751440332856578
INV 01.02.014,650-850|30-45,0.04858563887013702,0.07156294158184144
INV 01.02.014,650-850|45-60,0.05685017168981183,0.06061827031721666
INV 01.02.014,650-850|60+,0.09727680663349429,0.10214543936986327
INV 01.02.014,850+|18-30,0.0725033391282976,0.0947144412693271
INV 01.02.014,850+|30-45,0.047674222040856834,0.07565919066554155
INV 01.02.014,850+|45-60,0.0412114417610036,0.04672800592078137
INV 01.02.014,850+|60+,0.06052527809962573,0.058460825850471215
INV 01.03.015,100-250|18-30,0.015,0.06952106257363422
INV 01.03.015,100-250|30-45,0.01689282559922881,0.06781641380299933
INV 01.03.015,100-250|45-60,0.015,0.06532721967558715
INV 01.03.015,100-250|60+,0.015,0.0640809484748495
INV 01.03.015,100-250|8-18,0.021323423431652517,0.06215604808830127
INV 01.03.015,250-450|18-30,0.02558632036869257,0.06178241449859519
INV 01.03.015,250-450|30-45,0.03596137945164895,0.06307393098444204
INV 01.03.015,250-450|45-60,0.03223292380376125,0.059257601942802426
INV 01.03.015,250-450|60+,0.03441364379481421,0.05731078384062489
INV 01.03.015,250-450|8-18,0.03262550515357185,0.1000233083356748
INV 01.03.015,450-650|18-30,0.03398295602325379,0.08973656302677488
INV 01.03.015,450-650|30-45,0.03681130905829131,0.04883495794712288
INV 01.03.015,450-650|45-60,0.05804959549354501,0.07038963345783898
INV 01.03.015,450-650|60+,0.062029144602147854,0.07136301036596528
INV 01.03.015,450-650|8-18,0.03145639196722622,0.1372128463078021
INV 01.03.015,650-850|18-30,0.04685531921158458,0.10751440332856578
INV 01.03.015,650-850|30-45,0.03459288635015569,0.07156294158184144
INV 01.03.015,650-850|45-60,0.0503712527764425,0.06061827031721666
INV 01.03.015,650-850|60+,0.08006160435362239,0.10214543936986327
INV 01.03.015,850+|18-30,0.015,0.0947144412693271
INV 01.03.015,850+|30-45,0.05349301251105488,0.07565919066554155
INV 01.03.015,850+|45-60,0.03675456202647317,0.04672800592078137
INV 01.03.015,850+|60+,0.05044503493617622,0.058460825850471215
INV 01.03.016,100-250|18-30,0.015,0.06952106257363422
INV 01.03.016,100-250|30-45,0.017217250905634248,0.06781641380299933
INV 01.03.016,100-250|45-60,0.015,0.06532721967558715
INV 01.03.016,100-250|60+,0.015,0.0640809484748495
INV 01.03.016,100-250|8-18,0.021140292807077,0.06215604808830127
INV 01.03.016,250-450|18-30,0.02547845291154939,0.06178241449859519
INV 01.03.016,250-450|30-45,0.03633657973041748,0.06307393098444204
INV 01.03.016,250-450|45-60,0.03266799806415441,0.059257601942802426
INV 01.03.016,250-450|60+,0.035183910525458884,0.05731078384062489
