inverter_id,date,factor_day,n_clean_samples
INV 01.01.001,2017-05-09,1.0182873699633166,127
INV 01.01.001,2017-05-10,1.0005279797901867,142
INV 01.01.001,2017-05-11,1.0132683748630655,138
INV 01.01.001,2017-05-12,0.9956396994411543,114
INV 01.01.001,2017-05-13,1.0028976522063298,112
INV 01.01.001,2017-05-14,1.0099748332890692,117
INV 01.01.001,2017-05-15,1.0033052979681152,143
INV 01.01.001,2017-05-16,1.0056545957783927,146
INV 01.01.001,2017-05-17,0.9858841095149016,141
INV 01.01.001,2017-05-18,1.0018828878239947,140
INV 01.01.001,2017-05-19,1.0010029229975221,140
INV 01.01.001,2017-05-20,0.9789369190297644,142
INV 01.01.001,2017-05-21,0.9871651612094702,144
INV 01.01.001,2017-05-22,1.0231326066110618,148
INV 01.01.001,2017-05-23,0.9966483193812228,141
INV 01.01.001,2017-05-24,1.0015031968849955,110
INV 01.01.001,2017-05-25,0.9890039347290225,152
INV 01.01.001,2017-05-26,0.9778913251496797,144
INV 01.01.001,2017-05-27,0.9954329798934467,146
INV 01.01.001,2017-05-28,1.005797477190818,146
INV 01.01.001,2017-05-29,0.9988391187259243,147
INV 01.01.001,2017-05-30,0.989207748112474,139
INV 01.01.001,2017-05-31,0.9914335444089057,133
INV 01.01.001,2017-06-02,1.0074874570791097,146
INV 01.01.001,2017-06-03,1.014300696986413,130
INV 01.01.001,2017-06-04,1.021427867596234,90
INV 01.01.001,2017-06-05,1.007997659562996,147
INV 01.01.001,2017-06-06,0.9966402696968235,123
INV 01.01.001,2017-06-07,0.9776355557349828,145
INV 01.01.001,2017-06-08,0.9984501456596441,115
INV 01.01.001,2017-06-09,1.0077625635637562,148
INV 01.01.001,2017-06-10,0.9806434100489151,145
INV 01.01.001,2017-06-11,1.0104209201967904,147
INV 01.01.001,2017-06-12,0.9941936623977631,142
INV 01.01.001,2017-06-13,1.0207440474487204,143
INV 01.01.001,2017-06-14,0.9983076379900475,149
INV 01.01.001,2017-06-15,1.0115940514399508,152
INV 01.01.001,2017-06-16,1.0033416999909113,130
INV 01.01.001,2017-06-17,1.000166733888667,141
INV 01.01.001,2017-06-18,0.9789881579093166,148
INV 01.01.001,2017-06-19,0.998466931689851,148
INV 01.01.001,2017-06-20,0.9928840524605759,149
INV 01.01.001,2017-06-21,1.0088816893673485,150
INV 01.01.001,2017-06-22,1.0131196026756397,130
INV 01.01.001,2017-06-23,1.0016550984744614,126
INV 01.01.001,2017-06-24,0.9954323077740338,149
INV 01.01.001,2017-06-25,0.9758211149153403,138
INV 01.01.001,2017-06-26,1.0374512270597127,119
INV 01.01.001,2017-06-27,1.023939715465293,141
INV 01.01.001,2017-06-28,1.026131441150762,141
INV 01.01.001,2017-06-30,0.9815804477876574,145
INV 01.01.001,2017-07-01,1.0291587839128835,142
INV 01.01.001,2017-07-02,1.0018096125668183,113
INV 01.01.001,2017-07-03,0.9798163429034218,149
INV 01.01.001,2017-07-04,1.0036096528298337,137
INV 01.01.001,2017-07-05,1.0110808891248266,150
INV 01.01.001,2017-07-06,1.004292070273724,149
INV 01.01.001,2017-07-07,1.0097912703670908,140
INV 01.01.001,2017-07-08,1.0174294899048537,149
INV 01.01.001,2017-07-09,1.004147412802498,135
INV 01.01.001,2017-07-10,1.0109971370602415,122
INV 01.01.001,2017-07-11,1.0023370225104624,101
INV 01.01.001,2017-07-12,1.0047257490703194,129
INV 01.01.001,2017-07-13,0.9847605762717676,124
INV 01.01.001,2017-07-14,1.0108397479818927,116
INV 01.01.001,2017-07-15,1.000923460475227,109
INV 01.01.001,2017-07-16,1.0165676652315203,141
INV 01.01.001,2017-07-17,1.0056275048497132,121
INV 01.01.001,2017-07-18,1.0107685575878094,135
INV 01.01.001,2017-07-19,1.002151557241813,145
INV 01.01.001,2017-07-20,1.004191230332877,137
INV 01.01.001,2017-07-21,0.9878906194083914,136
INV 01.01.001,2017-07-22,1.0052010886998055,118
INV 01.01.001,2017-07-23,1.0039553742354705,135
INV 01.01.001,2017-07-25,1.0044833863261846,107
INV 01.01.001,2017-07-26,1.0129135297426473,112
INV 01.01.001,2017-07-27,0.9885803706856275,115
INV 01.01.001,2017-07-28,0.9994307237776404,112
INV 01.01.001,2017-07-29,0.984520824552931,136
INV 01.01.001,2017-07-30,1.0094516819829793,137
INV 01.01.001,2017-07-31,1.005860346963883,136
INV 01.01.001,2017-08-01,0.9983470286646405,108
INV 01.01.001,2017-08-02,1.00565457901583,140
INV 01.01.001,2017-08-03,1.00259067452291,127
INV 01.01.001,2017-08-04,1.0014807731210118,136
INV 01.01.001,2017-08-05,0.9794067916429966,123
INV 01.01.001,2017-08-06,0.998194595654229,137
INV 01.01.001,2017-08-07,1.0104796187400187,137
INV 01.01.001,2017-08-08,1.0108506737699547,135
INV 01.01.001,2017-08-09,0.9819453539838539,131
INV 01.01.001,2017-08-12,1.0004956961148401,118
INV 01.01.001,2017-08-13,1.0011389555187444,115
INV 01.01.001,2017-08-14,0.9911545612236292,132
INV 01.01.001,2017-08-15,1.0094146284720191,132
INV 01.01.001,2017-08-17,1.0076378993515576,137
INV 01.01.001,2017-08-18,1.0089742370825245,133
INV 01.01.001,2017-08-19,1.0254772727880717,124
INV 01.01.001,2017-08-20,0.9735408681959903,126
INV 01.01.001,2017-08-21,0.9992356408036326,121
INV 01.01.001,2017-08-22,1.017001320067144,113
INV 01.01.001,2017-08-23,1.003625772739251,130
INV 01.01.001,2017-08-24,1.0133286468986957,131
INV 01.01.001,2017-08-25,1.0145361251435454,131
INV 01.01.001,2017-08-26,0.999279528125147,117
INV 01.01.001,2017-08-27,1.0126848183933645,122
INV 01.01.001,2017-08-28,0.9930987216742566,124
INV 01.01.001,2017-08-29,1.011057193874962,131
INV 01.01.001,2017-08-30,1.0104710830203631,129
INV 01.01.001,2017-08-31,0.9915813758365511,62
INV 01.01.001,2017-09-02,0.9993597189166975,118
INV 01.01.001,2017-09-03,1.0205293963693678,117
INV 01.01.001,2017-09-05,1.0017933052234707,129
INV 01.01.001,2017-09-06,1.0043751202552151,82
INV 01.01.001,2017-09-07,0.9951137722488783,114
INV 01.01.001,2017-09-08,1.0201936913034102,85
INV 01.01.001,2017-09-09,1.0166907515462407,102
INV 01.01.001,2017-09-10,1.0055518628536262,83
INV 01.01.001,2017-09-11,1.0125537415128365,107
INV 01.01.001,2017-09-12,0.9970650346164,110
INV 01.01.001,2017-09-13,0.9908979129432283,81
INV 01.01.001,2017-09-15,0.9967226686633396,108
INV 01.01.001,2017-09-16,0.9990248443424459,94
INV 01.01.001,2017-09-17,1.0040421380438638,105
INV 01.01.001,2017-09-18,1.021979923726817,107
INV 01.01.001,2017-09-19,1.0258467624923213,116
INV 01.01.001,2017-09-20,1.0237699779153242,102
INV 01.01.001,2017-09-21,1.0052370351912217,91
INV 01.01.001,2017-09-22,0.9890633355411838,100
INV 01.01.001,2017-09-23,1.0189160505762547,102
INV 01.01.001,2017-09-25,0.9938996580099676,55
INV 01.01.001,2017-09-26,1.018369394444874,105
INV 01.01.001,2017-09-27,1.0211180494654961,118
INV 01.01.001,2017-09-28,1.0081575186715377,95
INV 01.01.001,2017-09-29,0.999681311400151,105
INV 01.01.001,2017-09-30,1.0159488362263385,115
INV 01.01.001,2017-10-01,1.002766540524045,84
INV 01.01.001,2017-10-02,1.0125002821791804,81
INV 01.01.001,2017-10-03,1.0264273019818737,61
INV 01.01.001,2017-10-04,1.025207005507861,82
INV 01.01.001,2017-10-06,0.9956244049995042,40
INV 01.01.001,2017-10-07,1.0201704744455287,74
INV 01.01.001,2017-10-09,0.9965117639540257,87
INV 01.01.001,2017-10-11,1.0038346780456993,78
INV 01.01.001,2017-10-12,1.0200417182575228,84
INV 01.01.001,2017-10-13,1.014294117527101,100
INV 01.01.001,2017-10-14,1.0309762009095846,96
INV 01.01.001,2017-10-15,1.0456668972983771,106
INV 01.01.001,2017-10-16,1.0403914414635962,104
INV 01.01.001,2017-10-17,1.0330965376329972,104
INV 01.01.001,2017-10-18,1.0161741367268124,98
INV 01.01.001,2017-10-19,1.0453692489322952,98
INV 01.01.001,2017-10-20,1.0293952401002242,97
INV 01.01.001,2017-10-21,1.0171774178268056,41
INV 01.01.001,2017-10-22,1.0056157144272637,67
INV 01.01.001,2017-10-24,1.0045231490736537,80
INV 01.01.001,2017-10-25,0.9897611015514731,69
INV 01.01.001,2017-10-26,0.9954327746753358,63
INV 01.01.001,2017-10-27,1.0186195095166906,43
INV 01.01.001,2017-10-30,1.057194248804796,75
INV 01.01.001,2017-11-03,0.9735330858700914,65
INV 01.01.001,2017-11-04,1.0370320962436632,83
INV 01.01.001,2017-11-05,0.996116037552422,62
INV 01.01.001,2017-11-11,1.0683035265658678,57
INV 01.01.001,2017-11-12,1.0316235704588588,50
INV 01.01.001,2017-11-14,1.0137575231969547,53
INV 01.01.001,2017-11-16,1.0283884326650352,59
INV 01.01.001,2017-11-23,1.0779551564635736,58
INV 01.01.001,2017-11-24,1.0617764353655677,64
INV 01.01.001,2017-11-26,1.03116268736062,40
INV 01.01.001,2017-11-27,1.0787063670892623,60
INV 01.01.001,2017-12-01,1.1012484731358043,47
INV 01.01.001,2017-12-03,1.1110185214743793,53
INV 01.01.001,2017-12-07,1.1793087772097253,66
INV 01.01.001,2017-12-08,1.1568544315408376,36
INV 01.01.001,2017-12-10,1.1554572420988038,49
INV 01.01.001,2017-12-13,1.1532791425408113,64
INV 01.01.001,2017-12-26,1.1589951429690841,44
INV 01.01.001,2017-12-29,1.0780261229606474,36
INV 01.01.001,2018-01-01,1.193332322534243,36
INV 01.01.001,2018-01-11,1.7984763736749998,53
INV 01.01.001,2018-01-24,1.9308280569707643,58
INV 01.01.001,2018-02-02,1.7830550907584206,65
INV 01.01.001,2018-02-05,0.9176265443393733,71
INV 01.01.001,2018-02-06,1.46447990436385,88
INV 01.01.001,2018-02-07,1.099809172945661,82
INV 01.01.001,2018-02-09,1.1209293269067206,85
INV 01.01.001,2018-02-11,1.0435388407701334,61
INV 01.01.001,2018-02-12,0.9661268507483172,61
INV 01.01.001,2018-02-13,1.0140772505471372,89
INV 01.01.001,2018-02-14,1.0420879669611698,94
INV 01.01.001,2018-02-15,1.0021720178246956,83
INV 01.01.001,2018-02-16,1.0275799456246884,93
INV 01.01.001,2018-02-17,0.9559876109803624,73
INV 01.01.001,2018-02-18,0.9141128362617683,61
INV 01.01.001,2018-02-19,1.0015062324083641,97
INV 01.01.001,2018-02-20,1.0014324482635342,94
INV 01.01.001,2018-02-21,1.0725838351091725,88
INV 01.01.001,2018-02-22,1.1125498156509253,96
INV 01.01.001,2018-02-23,1.1347519856281554,102
INV 01.01.001,2018-02-24,1.0389190771093766,80
INV 01.01.001,2018-02-25,1.139114704951185,104
INV 01.01.001,2018-02-26,1.050605435803979,101
INV 01.01.001,2018-02-27,1.1339372089185928,105
INV 01.01.001,2018-02-28,1.1046486532399726,107
INV 01.01.001,2018-03-01,1.0907360431017874,107
INV 01.01.001,2018-03-02,1.0494771663990432,93
INV 01.01.001,2018-03-03,1.0356912286977793,105
INV 01.01.001,2018-03-04,1.014106685354762,102
INV 01.01.001,2018-03-05,0.9839032303676697,97
INV 01.01.001,2018-03-08,0.9434157615236527,86
INV 01.01.001,2018-03-09,1.0149120105024225,110
INV 01.01.001,2018-03-10,0.961775146831421,69
INV 01.01.001,2018-03-11,0.987317560488219,92
INV 01.01.001,2018-03-13,0.9386888016187109,47
INV 01.01.001,2018-03-14,0.9286296558741671,68
INV 01.01.001,2018-03-15,0.9982808266327703,118
INV 01.01.001,2018-03-19,1.0174156126301015,85
INV 01.01.001,2018-03-20,0.9933412554552569,108
INV 01.01.001,2018-03-21,0.9042784450085454,106
INV 01.01.001,2018-03-22,0.9419264359514375,49
INV 01.01.001,2018-03-23,0.9120062631369241,51
INV 01.01.001,2018-03-24,0.9994026234568008,119
INV 01.01.001,2018-03-25,1.0147532381794195,125
INV 01.01.001,2018-03-26,0.979020241251942,40
INV 01.01.001,2018-03-27,0.9572643618829914,105
INV 01.01.001,2018-03-28,0.9517245572477306,69
INV 01.01.001,2018-03-29,0.9599926014438441,94
INV 01.01.001,2018-03-30,0.9998640585371014,122
INV 01.01.001,2018-03-31,0.9682089023323641,52
INV 01.01.001,2018-04-02,0.9840817962422787,126
INV 01.01.001,2018-04-03,0.9560999662774304,100
INV 01.01.001,2018-04-04,0.9814971269270298,118
INV 01.01.001,2018-04-05,0.9622496514987806,109
INV 01.01.001,2018-04-06,1.0246721300918895,130
INV 01.01.001,2018-04-07,1.0059485757698416,130
INV 01.01.001,2018-04-08,0.965683041144682,129
INV 01.01.001,2018-04-09,0.9908633812326751,129
INV 01.01.001,2018-04-10,0.9922841145331388,130
INV 01.01.001,2018-04-11,0.9628851486796801,115
INV 01.01.001,2018-04-12,0.9921730640460363,109
INV 01.01.001,2018-04-13,0.9478018476916539,91
INV 01.01.001,2018-04-14,0.9581617879328025,108
INV 01.01.001,2018-04-15,0.9803937186368273,133
INV 01.01.001,2018-04-17,0.9686173441718564,104
INV 01.01.001,2018-04-18,0.9830917564592812,132
INV 01.01.001,2018-04-19,0.9826613341003793,133
INV 01.01.001,2018-04-20,0.9928737729675169,133
INV 01.01.001,2018-04-21,0.9883783772855774,134
INV 01.01.001,2018-04-22,0.9908130788906383,135
INV 01.01.001,2018-04-23,0.9517020536505899,111
INV 01.01.001,2018-04-24,0.9786079800028616,124
INV 01.01.001,2018-04-25,0.9365149091772514,113
INV 01.01.001,2018-04-26,0.950766655701881,115
INV 01.01.001,2018-04-27,0.9957104595010602,136
INV 01.01.001,2018-04-28,0.9920439048331566,140
INV 01.01.001,2018-04-29,0.9870735678475892,135
INV 01.01.001,2018-04-30,0.9730868533948873,133
INV 01.01.001,2018-05-01,0.9946767915863722,127
INV 01.01.001,2018-05-02,1.0211166178377182,114
INV 01.01.001,2018-05-03,0.9499491539468217,98
INV 01.01.001,2018-05-04,1.0126182288571675,131
INV 01.01.001,2018-05-05,1.0095708831143917,136
INV 01.01.001,2018-05-06,0.9991840661372481,138
INV 01.01.001,2018-05-07,1.0019261735693836,138
INV 01.01.001,2018-05-08,0.9955414882561139,138
INV 01.01.001,2018-05-09,0.9556005147827206,139
INV 01.01.001,2018-05-10,0.975210796108974,132
INV 01.01.001,2018-05-11,0.9609802245763867,141
INV 01.01.001,2018-05-13,0.9889458671467852,139
INV 01.01.001,2018-05-14,0.9945646757766218,143
INV 01.01.001,2018-05-15,0.9637392970415801,136
INV 01.01.001,2018-05-16,0.9741288824778765,71
INV 01.01.001,2018-05-17,0.9753077688524598,118
INV 01.01.001,2018-05-18,0.9916353700909111,123
INV 01.01.001,2018-05-20,1.0022413673494868,145
INV 01.01.001,2018-05-21,0.9856074344397044,137
INV 01.01.001,2018-05-22,0.9757704470712524,149
INV 01.01.001,2018-05-23,0.9601403278450604,146
INV 01.01.001,2018-05-24,1.0150185652817703,137
INV 01.01.001,2018-05-25,0.9727202071565522,146
INV 01.01.001,2018-05-26,0.9708201432619371,145
INV 01.01.001,2018-05-27,0.9684932698659718,136
INV 01.01.001,2018-05-28,0.971602507862294,132
INV 01.01.001,2018-05-29,0.9774085035628342,149
INV 01.01.001,2018-05-30,0.969902521794574,150
INV 01.01.001,2018-05-31,0.9801062194630916,144
INV 01.01.001,2018-06-01,0.9663090847591667,96
INV 01.01.001,2018-06-02,0.9579393699945552,153
INV 01.01.001,2018-06-03,0.9729700161996349,139
INV 01.01.001,2018-06-04,0.9722545732211466,147
INV 01.01.001,2018-06-05,0.9523818445647871,133
INV 01.01.001,2018-06-06,0.9893899402204347,151
INV 01.01.001,2018-06-07,0.9737186924971784,145
INV 01.01.001,2018-06-08,0.9739553276174486,146
INV 01.01.001,2018-06-09,0.9599102178016193,128
INV 01.01.001,2018-06-10,0.9693458424460586,140
INV 01.01.001,2018-06-11,0.9806134592927943,82
INV 01.01.001,2018-06-12,0.9796703303786859,137
INV 01.01.001,2018-06-13,0.9880085363713383,106
INV 01.01.001,2018-06-14,0.9583266161239331,126
INV 01.01.001,2018-06-15,1.0047611277325426,154
INV 01.01.001,2018-06-16,0.953452887731348,145
INV 01.01.001,2018-06-17,0.9526683179251804,106
INV 01.01.001,2018-06-18,0.98540344707216,148
INV 01.01.001,2018-06-19,0.9461145714247958,138
INV 01.01.001,2018-06-20,0.9430848298548741,144
INV 01.01.001,2018-06-21,0.9751758309442178,131
INV 01.01.001,2018-06-22,1.0181474019499919,115
INV 01.01.001,2018-06-23,0.9738198620798402,116
INV 01.01.001,2018-06-24,0.9883662733158116,86
INV 01.01.001,2018-06-25,0.9626830001580464,135
INV 01.01.001,2018-06-26,0.9643288129717384,137
INV 01.01.001,2018-06-27,0.965309987384103,149
INV 01.01.001,2018-06-28,0.9658629599772227,82
INV 01.01.001,2018-06-29,1.010992392375874,148
INV 01.01.001,2018-06-30,1.011486173423553,145
INV 01.01.001,2018-07-01,0.9650041686897769,150
INV 01.01.001,2018-07-02,1.0012141586582122,148
INV 01.01.001,2018-07-03,1.0047604257723959,148
INV 01.01.001,2018-07-04,0.9968397240062633,147
INV 01.01.001,2018-07-05,0.9971923315489888,130
INV 01.01.001,2018-07-06,0.9559320150480775,146
INV 01.01.001,2018-07-07,1.006239278298433,145
INV 01.01.001,2018-07-08,0.9496000580509498,150
INV 01.01.001,2018-07-09,0.9817620435137242,145
INV 01.01.001,2018-07-10,0.9545442919684095,82
INV 01.01.001,2018-07-11,0.9743682219687804,140
INV 01.01.001,2018-07-12,0.961103088578412,66
INV 01.01.001,2018-07-13,0.9872266898024324,141
INV 01.01.001,2018-07-14,0.9735456956679718,145
INV 01.01.001,2018-07-15,0.9878863916801294,147
INV 01.01.001,2018-07-16,0.9911487570660998,146
INV 01.01.001,2018-07-17,0.9930028007643743,148
INV 01.01.001,2018-07-18,0.9940512860776012,156
INV 01.01.001,2018-07-19,0.9778350159720282,151
INV 01.01.001,2018-07-20,0.9930568239253195,145
INV 01.01.001,2018-07-21,1.0308147625075545,135
INV 01.01.001,2018-07-22,1.0248813725776946,142
INV 01.01.001,2018-07-24,1.0064483765938146,140
INV 01.01.001,2018-07-25,0.9962963446346467,126
INV 01.01.001,2018-07-26,0.996386841238811,141
INV 01.01.001,2018-07-27,0.9720727464128052,134
INV 01.01.001,2018-07-28,0.9759344167887081,135
INV 01.01.001,2018-07-29,0.9838266298425996,139
INV 01.01.001,2018-07-30,0.9633971591147799,140
INV 01.01.001,2018-07-31,0.966124026636389,135
INV 01.01.001,2018-08-01,0.9687329402092032,139
INV 01.01.001,2018-08-03,0.986359776496821,145
INV 01.01.001,2018-08-04,0.9825666685056346,126
INV 01.01.001,2018-08-05,0.9614564539592986,137
INV 01.01.001,2018-08-07,0.9355536303932184,137
INV 01.01.001,2018-08-08,0.9720918152162665,117
INV 01.01.001,2018-08-09,0.9739192393779137,136
INV 01.01.001,2018-08-10,0.9675535116980566,109
INV 01.01.001,2018-08-14,0.9570081231402573,69
INV 01.01.001,2018-08-15,0.9621550282395028,132
INV 01.01.001,2018-08-16,0.976363089543731,134
INV 01.01.001,2018-08-17,0.9668504035012941,133
INV 01.01.001,2018-08-18,0.9602046497040617,117
INV 01.01.001,2018-08-19,0.9754366112077387,133
INV 01.01.001,2018-08-20,0.9791784692975275,125
INV 01.01.001,2018-08-21,0.9808307344506673,110
INV 01.01.001,2018-08-22,0.9694585247025572,120
INV 01.01.001,2018-08-23,0.962609019855047,124
INV 01.01.001,2018-08-24,0.994575846545376,98
INV 01.01.001,2018-08-25,0.9922306252050217,107
INV 01.01.001,2018-08-26,0.9575256324605746,130
INV 01.01.001,2018-08-27,0.9848465581196666,120
INV 01.01.001,2018-08-28,0.9707510875976014,106
INV 01.01.001,2018-08-29,0.9827332006515139,131
INV 01.01.001,2018-08-31,1.002530193286991,125
INV 01.01.001,2018-09-02,0.9456235560690704,52
INV 01.01.001,2018-09-03,0.9783753748590518,88
INV 01.01.001,2018-09-04,0.987023252572147,127
INV 01.01.001,2018-09-05,0.9719737328698856,127
INV 01.01.001,2018-09-07,0.9565409441300039,107
INV 01.01.001,2018-09-08,0.970577539790693,128
INV 01.01.001,2018-09-09,0.9773250174317024,122
INV 01.01.001,2018-09-10,0.9911578468835938,119
INV 01.01.001,2018-09-11,1.0069379698355558,117
INV 01.01.001,2018-09-12,1.0237868785933268,127
INV 01.01.001,2018-09-13,0.9418603277169103,58
INV 01.01.001,2018-09-14,0.9766342369045263,53
INV 01.01.001,2018-09-15,0.9902923712218085,118
INV 01.01.001,2018-09-16,0.9943788197733114,123
INV 01.01.001,2018-09-17,0.9847299760835022,117
INV 01.01.001,2018-09-18,1.0054173907929054,121
INV 01.01.001,2018-09-19,0.9896234180135174,119
INV 01.01.001,2018-09-20,1.0160003384932526,123
INV 01.01.001,2018-09-21,1.007087417661616,105
INV 01.01.001,2018-09-22,0.9986691103268566,105
INV 01.01.001,2018-09-23,0.9512757254454798,71
INV 01.01.001,2018-09-24,0.9408739961155459,97
INV 01.01.001,2018-09-25,1.007194443381102,108
INV 01.01.001,2018-09-26,1.027210712254209,117
INV 01.01.001,2018-09-27,0.976166646671472,92
INV 01.01.001,2018-09-28,1.0027494122401164,57
INV 01.01.001,2018-09-29,0.981837139050213,118
INV 01.01.001,2018-09-30,1.018473724799208,118
INV 01.01.001,2018-10-01,0.9949615954280903,86
INV 01.01.001,2018-10-02,1.0027050533323867,84
INV 01.01.001,2018-10-03,0.998093052040142,90
INV 01.01.001,2018-10-04,0.981036416872165,109
INV 01.01.001,2018-10-05,0.9965937331470381,114
INV 01.01.001,2018-10-06,0.9814890394252866,102
INV 01.01.001,2018-10-07,0.9531502811185476,56
INV 01.01.001,2018-10-08,0.9876984055521211,107
INV 01.01.001,2018-10-09,0.9673862608176392,109
INV 01.01.001,2018-10-10,1.005866963280144,109
INV 01.01.001,2018-10-11,1.0193137836684636,109
INV 01.01.001,2018-10-12,1.0103904290390182,108
INV 01.01.001,2018-10-13,1.015520392237038,107
INV 01.01.001,2018-10-14,1.016330095374863,106
INV 01.01.001,2018-10-15,0.9858159648996725,88
INV 01.01.001,2018-10-16,1.008132839539624,98
INV 01.01.001,2018-10-17,0.9968719944492108,103
INV 01.01.001,2018-10-18,0.9675187883525413,89
INV 01.01.001,2018-10-20,0.9969304810177392,92
INV 01.01.001,2018-10-21,0.9999236314794759,73
INV 01.01.001,2018-10-22,1.022385924774766,68
INV 01.01.001,2018-10-24,1.048672809821079,61
INV 01.01.001,2018-10-26,0.9999412767711766,52
INV 01.01.001,2018-10-30,1.063925516387411,85
INV 01.01.001,2018-10-31,1.0524444578277248,92
INV 01.01.001,2018-11-01,1.0141934115475948,67
INV 01.01.001,2018-11-02,1.0224851755245337,78
INV 01.01.001,2018-11-03,0.9785041740167472,52
INV 01.01.001,2018-11-05,0.9873195671828633,70
INV 01.01.001,2018-11-06,1.0220862869054452,87
INV 01.01.001,2018-11-07,1.0132929557429724,85
INV 01.01.001,2018-11-08,0.9952046867588404,66
INV 01.01.001,2018-11-10,1.0391920388323819,84
INV 01.01.001,2018-11-11,1.010917080995104,62
INV 01.01.001,2018-11-12,1.0291820103627822,66
INV 01.01.001,2018-11-14,0.991605297040737,77
INV 01.01.001,2018-11-15,1.0147927437451265,80
INV 01.01.001,2018-11-16,1.015330659580698,79
INV 01.01.001,2018-11-17,0.9929390720019935,78
