year,month,inverter_id,inverter_group,lost_kwh,mean_residual_z,min_residual_z,mean_acute_residual_z,min_acute_residual_z,mean_factor,mean_relative_factor,strong_samples,outage_samples,slow_degradation_samples,fast_degradation_samples,curtailed_samples,error_samples,explained_fault_samples
2019,1,INV 01.03.019,INV 01.03,2.4796822133893595,4.052289511984643,-2.5336693358268265,7.247184208756015,-3.3999108589257956,1.0,1.0,0,0,0,0,0,15,0
2019,1,INV 01.03.020,INV 01.03,2.952241045881964,2.2006417746510065,-1.9570592806729314,2.2252308962584144,-1.536196835071996,0.7811188816175101,0.7885383685651257,0,0,0,779,0,15,0
2019,1,INV 01.03.021,INV 01.03,1.9958644920961155,3.486946178353158,-2.7361080911975852,3.993487590106926,-2.5088008857408015,0.9035272281217249,0.8954525302632201,0,0,1,779,0,15,1
2019,1,INV 01.04.022,INV 01.04,1.7657704089684603,4.244712525748918,-2.8750891831848264,7.579029531906412,-4.099736863496414,1.0087228727269109,1.0081197086389009,1,0,0,0,0,15,4
2019,1,INV 01.04.023,INV 01.04,3.330619694004502,3.8956290692554103,-2.954411729771557,6.898353129106761,-3.8497395322468075,1.0,1.0,0,0,0,0,0,15,0
2019,1,INV 01.04.024,INV 01.04,11.633992580241822,1.610878439795071,-2.3976562645236257,1.6544757660522909,-2.4351705987609686,0.9541315700857435,0.9553709046866659,0,0,0,0,0,15,0
2019,1,INV 01.04.025,INV 01.04,0.8859152704278728,2.520584284259237,-1.2826778585737921,1.895034909455046,-0.4855938607391778,0.5,0.48725811897414645,0,0,0,779,0,15,0
2019,1,INV 01.04.026,INV 01.04,19.763608769623808,1.5824834835909032,-3.918865998380635,1.9427034345587466,-4.4164804198147625,1.0,1.0,0,0,0,780,0,16,0
2019,1,INV 01.04.027,INV 01.04,2.724619868214372,2.1286553798245897,-2.7083490606651357,2.772155865405686,-2.8418003559133544,0.899484935810729,0.9846343587599871,0,0,0,780,0,16,1
2019,1,INV 01.04.028,INV 01.04,2.1980242478571568,3.317674635437071,-2.7156918333651316,4.821596991105818,-3.0119008750905336,0.9273004717139309,1.0153656412400127,1,0,0,780,0,16,1
2019,1,INV 01.05.029,INV 01.05,2.383733375681231,3.0758348214839457,-2.804760503898645,4.467012535559299,-3.132579384137138,0.935123979563277,0.9363362987247612,1,0,0,780,0,16,1
2019,1,INV 01.05.030,INV 01.05,0.8675172548493417,3.316568050596353,-1.207301556213174,3.3234124205726934,-1.2511677901477096,1.010932944606414,1.010932944606414,0,0,0,0,0,16,0
2019,1,INV 01.05.031,INV 01.05,2.150116983100547,3.066050326765422,-2.716715773364608,4.483287680546816,-2.815207947677483,0.8644644763171303,0.8655733285524638,0,0,1,765,0,15,1
2019,1,INV 01.05.032,INV 01.05,1.5174052630707582,2.7940600308787653,-2.123204039767228,5.078260011867912,-3.432701691905438,0.9942693996054431,1.0,1,0,0,68,0,15,2
2019,1,INV 01.05.033,INV 01.05,2.2356650435810708,3.2892408143697356,-2.8290885412149787,5.007005947925164,-3.467735159681868,1.0,1.0,0,0,0,0,0,15,0
2019,1,INV 01.05.034,INV 01.05,2.329421322058981,4.040220320565621,-2.3709709476035954,6.691943048396114,-3.0162129537885725,1.0,1.0,0,0,0,0,0,15,0
2019,1,INV 01.05.035,INV 01.05,2.67951699926288,2.637934526585312,-2.4694102255113615,3.8461783759785986,-3.118360705898784,1.0,1.0,0,0,0,779,0,15,0
2019,1,INV 01.06.036,INV 01.06,2.606672773099717,4.127887076422247,-2.3762094716418978,6.299295068839768,-3.2474676008493355,1.0179926560587516,1.0,1,0,0,0,0,16,2
2019,1,INV 01.06.037,INV 01.06,3.325514058808827,3.718142490304793,-2.362137490673084,5.614104466894089,-3.31027383959528,1.0179926560587516,1.0,3,0,0,0,0,16,2
2019,1,INV 01.06.038,INV 01.06,9.882756209994932,1.6058857353696505,-2.1763322100060347,1.7159458533486687,-1.2619374722146601,0.7047401460185823,0.6856812278918297,0,0,3,0,0,16,0
2019,1,INV 01.06.039,INV 01.06,0.9238350757280381,2.41001036678561,-1.2931614193218428,1.8086597087213203,-0.4309441833544427,0.5,0.4986095361338104,0,0,0,817,0,16,0
2019,1,INV 01.06.040,INV 01.06,3.976638314730941,4.030247745285789,-3.374495825724877,6.1573903259340925,-4.892287654355613,1.0179926560587516,1.0,8,0,0,0,0,16,16
2019,1,INV 01.06.041,INV 01.06,3.130698027866837,3.8802889407649417,-2.1339632884911355,5.778586579409511,-2.830435620192166,1.0179926560587516,1.0,0,0,0,0,0,16,1
2019,1,INV 01.06.042,INV 01.06,22.107479991907624,1.6536237101206082,-3.3236619851943323,1.645556802586419,-1.529221535905604,0.57494793551374,0.5598691686998258,0,0,3,817,0,16,0
2019,1,INV 01.06.043,INV 01.06,1.0680355438991411,2.499437109914754,-1.4210248542236934,2.0769968874575695,-0.7676233736655178,0.6258717761526058,0.6250447387984277,0,0,0,817,0,16,0
2019,1,INV 01.07.044,INV 01.07,2.8247445002003593,4.009140461605538,-2.398229511437268,6.3056906219492905,-3.3223361694537776,1.0179926560587516,1.003829360918044,1,0,0,0,0,16,2
2019,1,INV 01.07.045,INV 01.07,4.319066919884236,3.7407577309217577,-2.440252491505982,5.693881387659112,-3.3100158020223756,1.0179926560587516,1.003829360918044,1,0,0,0,0,16,1
2019,1,INV 01.07.046,INV 01.07,33.55442985430025,0.8512039408851619,-2.967660676108681,1.4716328153037812,-1.461363205347587,0.5416156670746634,0.6391927571229228,0,0,3,817,0,16,0
2019,1,INV 01.07.047,INV 01.07,95.1985634265976,-0.09936471791482815,-3.182199091125405,-0.03947786805268799,-5.0732545447464945,0.9100367197062423,0.9035988582786479,0,0,1,817,0,16,0
2019,1,INV 01.07.048,INV 01.07,4.39988159093485,3.762899021474651,-3.5097041520907926,5.410220953318612,-4.973136673590427,1.0179926560587516,1.003829360918044,8,0,0,0,0,16,16
2019,1,INV 01.07.049,INV 01.07,6.255361751828833,3.436356665227365,-4.168872524649613,3.768370374264529,-4.667079188748928,1.0097436254213128,0.9961706390819561,5,1,0,0,0,16,14
2019,1,INV 01.07.050,INV 01.07,11.291290110375439,1.3003407758817225,-2.694861065952143,1.4155016738218746,-1.5312989379680613,0.6817333822077868,0.8091375800449331,0,0,2,817,0,16,0
2019,1,INV 01.07.051,INV 01.07,101.83910049777062,-0.0167707425579749,-3.462004136062548,-0.04108144519860589,-6.983121598256084,0.9100367197062423,0.9035988582786479,0,0,2,817,0,16,0
2019,1,INV 01.08.052,INV 01.08,18.955326875837635,1.8513699036988764,-4.40695003336728,2.366580436361749,-5.34403586197823,1.0,1.0,0,0,0,817,0,16,0
2019,1,INV 01.08.053,INV 01.08,2.652391302043383,2.966495014907304,-2.8221902633259504,4.132461308933048,-3.528793342715987,0.9858871637511748,1.0066851608337068,2,0,0,68,0,16,5
2019,1,INV 01.08.054,INV 01.08,2.8743152988284364,3.639748170585403,-2.573899927831094,6.569792561680963,-3.781134880996388,1.0,1.0,0,0,0,670,0,16,0
2019,1,INV 01.08.055,INV 01.08,4.579803772490854,3.334145374572551,-2.748122939351634,5.83369014009028,-3.9908729482319094,1.0,1.0,0,0,0,670,0,16,0
2019,1,INV 01.08.056,INV 01.08,23.181848830203794,1.168708643092099,-2.9418814868194185,1.2402290768001545,-3.775792690973415,0.9704910012358801,0.9899031888784393,6,0,1,817,0,16,0
2019,1,INV 01.08.057,INV 01.08,1.2395293567040997,2.4436698899923486,-1.5901035076011172,2.6641317120827117,-1.892460386133004,0.955568677758308,0.9764753854179801,0,0,0,0,0,16,0
2019,1,INV 01.08.058,INV 01.08,2.595871484576335,3.109728144854414,-2.98030275597893,4.293560837907443,-3.64018955102793,0.9803716358090446,1.0,2,0,0,817,0,16,5
2019,1,INV 01.08.059,INV 01.08,4.946594137267624,2.4729554798790527,-4.996853636295236,2.6022443377511615,-4.669946460194888,1.0,1.0,0,0,2,670,0,16,0
2019,1,INV 01.09.060,INV 01.09,2.7601570941652573,3.718815476883763,-2.2119797060881012,6.673964459250417,-3.208595168416377,1.0,1.0,0,0,0,670,0,16,0
2019,1,INV 01.09.061,INV 01.09,3.523586787293588,3.5708131000902164,-2.1673547552313743,6.271816569239942,-3.1037442961511315,1.0,1.0,0,0,0,817,0,16,0
2019,1,INV 01.09.062,INV 01.09,3.8124380439660563,1.1675711200017305,-1.9474371527423118,2.0812606108015106,-2.763674091449517,0.9773718880151279,0.9910567655626025,0,0,0,276,0,0,0
2019,1,INV 01.09.063,INV 01.09,0.41664433386648386,1.5755297021890404,-1.0672664092795419,1.704712787077106,-1.018754583596719,0.9599141203593103,0.9778845658752041,0,0,0,0,0,0,0
2019,1,INV 01.09.064,INV 01.09,0.00437259070697941,3.318697868548292,-0.056946337322314314,5.913735388873949,-0.08458210367553477,0.9984861680710749,1.001781463848979,0,0,0,276,0,0,0
2019,1,INV 01.09.065,INV 01.09,0.7475775153894982,2.0019521848211133,-0.7751066005767844,2.2601004426201343,-0.8623676530304993,0.9720779836534964,0.9902761475016396,0,0,0,0,0,0,0
2019,2,INV 01.01.001,INV 01.01,91.4239228129447,-0.301595680521035,-14.701367561509109,-0.4997021510705306,-17.338531078952084,1.0045747093181083,0.9909494266606194,0,40,0,0,0,0,0
2019,2,INV 01.01.002,INV 01.01,132.64747940335775,-0.38525034905632516,-13.341551845773493,-0.9138935795993636,-16.90788120758997,1.0285608749520987,1.0141853255349593,2,59,0,0,0,0,0
2019,2,INV 01.01.003,INV 01.01,130.2508162434637,-0.12250218443314204,-10.02173816301716,-0.20041875983113522,-10.520669617820857,1.0144129650054505,1.0009032440128047,4,32,4,0,0,2,1
2019,2,INV 01.01.004,INV 01.01,210.08817889922233,-0.6842771854068477,-5.153251192894898,-0.04056503773758455,-5.081706389741275,0.7776885715375672,0.7698188387289894,0,1,81,1664,0,0,0
2019,2,INV 01.01.005,INV 01.01,270.3972489512658,-1.2294272935814445,-7.663744395244434,-0.43494249689855713,-7.732080637976746,0.8766682304677352,0.8663402135711425,0,11,119,1689,0,1,0
2019,2,INV 01.01.006,INV 01.01,93.93693557415645,0.04685103089477023,-12.41669679493693,-0.6766117344047597,-15.663166846213567,1.063246384891422,1.0483252191774755,10,33,0,0,0,0,0
2019,2,INV 01.01.007,INV 01.01,303.54589405760305,-1.4630406935182434,-8.473125768354151,-0.4438892699228579,-8.7607029384197,0.8145096014017379,0.805371750093072,6,1,206,1671,0,0,0
2019,2,INV 01.02.008,INV 01.02,66.51983121892661,0.09299817264154762,-13.168789234734932,-0.4060716105144738,-16.121385723688817,1.0434494566831136,1.02907629447927,7,35,0,0,0,0,0
2019,2,INV 01.02.009,INV 01.02,135.7126261640996,-0.27710872247009866,-12.86993031774248,-0.8870727839491838,-15.589358199826314,1.0427761143949117,1.0280869716949834,8,68,0,0,0,0,0
2019,2,INV 01.02.010,INV 01.02,144.74525770088215,-0.23040158183180678,-10.2793141086497,-0.3944618842511642,-11.375056506062407,1.0257412898796174,1.0118982872265743,7,32,1,740,0,0,0
2019,2,INV 01.02.011,INV 01.02,337.84624634084525,-1.1931913092276931,-7.457338223804377,-0.5023078968336567,-5.319596492741701,0.7749130494131038,0.7659739458176994,3,1,288,1602,0,2,0
2019,2,INV 01.02.012,INV 01.02,104.51728922476231,0.019045041099325973,-11.647237621164033,-0.7258429496855507,-15.001727837202866,1.0674139783638672,1.0523932747026854,10,35,0,0,0,0,0
2019,2,INV 01.02.013,INV 01.02,202.86385874220778,-0.9987172489615707,-11.898823465003154,-0.4703299240302956,-8.263790190065533,0.9102764164623279,0.8982440404751415,2,19,45,1661,0,0,0
2019,2,INV 01.02.014,INV 01.02,306.2315006078438,-1.3150985928917867,-7.963851258990416,-0.38319959223170275,-7.561762650869643,0.8539891639616527,0.8432814650877127,24,9,213,1686,0,1,0
2019,2,INV 01.03.015,INV 01.03,81.77799297529818,0.18441507660982326,-11.521900731486149,-0.46379600363637175,-13.846606928192495,1.059557805229455,1.0635962863283728,4,64,0,0,0,0,0
2019,2,INV 01.03.016,INV 01.03,124.99707148767114,-0.05384037474293659,-9.500953717975422,-0.700501556016635,-12.580871757665076,1.0509208050797125,1.0549449997617755,2,55,0,0,0,0,0
2019,2,INV 01.03.017,INV 01.03,152.388531705601,-0.34316089394280647,-8.57005130823852,-0.28567848844938154,-8.639125404301168,0.9917812302642396,0.9972996716638929,4,36,5,0,0,0,0
2019,2,INV 01.03.018,INV 01.03,321.1095423692524,-1.305985007767932,-5.177000795267685,-0.5661617841808462,-5.255635892944225,0.7768133911965283,0.7804110670866141,0,1,393,1613,0,1,0
2019,2,INV 01.03.019,INV 01.03,99.31848431994695,0.17275703238831192,-11.24908208709975,-0.508909077830875,-14.104110836369895,1.0630110054362252,1.067101989612279,4,56,0,0,0,1,0
2019,2,INV 01.03.020,INV 01.03,309.67817333103415,-1.4017825998945996,-8.253763585522497,-0.5041676591841339,-7.857767546601505,0.8367085253835695,0.8409091680405939,14,5,205,1687,0,0,0
2019,2,INV 01.03.021,INV 01.03,190.01906384693456,-0.9919067378102719,-13.154157442630428,-0.5689753121728941,-14.333344503214548,0.9419056072227797,0.9304624234310652,0,20,62,1711,0,1,0
2019,2,INV 01.04.022,INV 01.04,67.43646672228654,0.4436049542086189,-10.90815241901367,-0.20776086224435966,-13.970497702572942,1.0744741330301308,1.0231256417641836,6,48,0,0,0,0,0
2019,2,INV 01.04.023,INV 01.04,125.76070394417238,0.05804803557365372,-10.909311561802703,-0.7295328234451324,-13.716832896616541,1.0699583763060985,1.0181229973251338,8,75,0,0,0,0,0
2019,2,INV 01.04.024,INV 01.04,141.01707406495012,0.007324757762197084,-9.028539224599303,-0.18704974662426688,-9.683648149300456,1.031485681071274,0.9810474844424799,13,41,2,0,0,0,0
2019,2,INV 01.04.025,INV 01.04,367.7843407979973,-1.29283363238298,-6.96286409197093,-0.549609681514169,-5.1790769714915905,0.7739263803680981,0.7357668363734138,2,1,430,1630,0,0,0
2019,2,INV 01.04.026,INV 01.04,372.94772575822077,-1.3506784232186257,-8.326471801801175,-0.9147527921688372,-10.101950215917833,0.9079088669172706,0.9111686045432034,1,135,80,1727,0,1,0
2019,2,INV 01.04.027,INV 01.04,226.8953710617142,-0.8353993468455099,-7.861808525868863,-0.3222599620538185,-8.700981348363465,0.909378265542928,0.9749879156349749,0,31,56,1729,0,0,0
2019,2,INV 01.04.028,INV 01.04,166.53565486216925,-0.751974112233758,-10.88432083557259,-0.5322970039108941,-11.913509049718552,0.9528389787017276,1.0241223288085712,1,30,5,1744,0,2,0
2019,2,INV 01.05.029,INV 01.05,165.142871695413,-0.7954967515971118,-12.193662672067767,-0.5950390330571813,-13.464293215599627,0.9563569089443541,0.9532654735933326,0,31,4,1736,0,0,0
2019,2,INV 01.05.030,INV 01.05,27.39396661471783,1.8280821561095182,-5.2855834766536995,1.7216777569790362,-6.0766597854161235,1.1,1.0654385165302578,40,62,0,0,0,0,0
2019,2,INV 01.05.031,INV 01.05,215.6846459398229,-1.16537295435582,-13.2397435560335,-0.7599879097548627,-13.545515987081824,0.9305346437410007,0.9288541048140075,0,31,85,1626,0,0,0
2019,2,INV 01.05.032,INV 01.05,85.1138766406093,-0.29399983547304837,-11.3680898785447,-0.2972295193242664,-12.300898943427725,0.9805146074451442,0.994870458150691,3,30,0,1742,0,0,0
2019,2,INV 01.05.033,INV 01.05,79.85473227890569,-0.2435631229295464,-12.841541847124228,-0.357234443105494,-15.505800853258371,1.0005189552981273,0.9971811546632521,3,14,0,0,0,0,0
2019,2,INV 01.05.034,INV 01.05,56.81570922959884,0.6477102842452908,-11.59380619591064,0.16544058185787022,-14.082975015713624,1.0696296296296297,1.150185367278542,4,33,0,0,0,0,0
2019,2,INV 01.05.035,INV 01.05,306.72329470045827,-1.4437372631509917,-11.973550055301114,-0.7735775896279758,-13.908300751175455,0.8893130902294745,0.9498854736030209,0,42,231,1726,0,0,0
